BASE 15 2  M = 60  ds = [ 1, 2, 3, 4, 5, 6, 10, 12, 15, 20, 30, 60 ]
MONO 34 [ -2, 5, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0 ]
MONO 35 [ 1, -2, -1, 0, -6, 1, 14, 2, 2, -4, -2, -4 ]
MONO 36 [ 1, -1, -1, -2, -6, -2, 13, 8, 2, -2, 1, -10 ]
MONO 37 [ 1, 0, -2, -1, -3, 1, 2, 2, 6, 2, 0, -7 ]
MONO 38 [ 1, 0, -1, -4, -6, -5, 12, 14, 2, 0, 4, -16 ]
MONO 39 [ 1, 1, -2, -3, -3, -2, 1, 8, 6, 4, 3, -13 ]
MONO 40 [ 1, 1, -1, -6, -6, -8, 11, 20, 2, 2, 7, -22 ]
MONO 41 [ 1, 2, -2, -5, -3, -5, 0, 14, 6, 6, 6, -19 ]
MONO 42 [ 1, 3, -2, -7, -3, -8, -1, 20, 6, 8, 9, -25 ]
MONO 43 [ 2, -2, -2, 0, -4, 3, 7, 0, 2, 0, 1, -6 ]
MONO 44 [ 2, -1, -2, -2, -4, 0, 6, 6, 2, 2, 4, -12 ]
MONO 45 [ 2, 0, -2, -4, -4, -3, 5, 12, 2, 4, 7, -18 ]
MONO 46 [ 2, 0, -1, -1, 0, 0, -1, 1, 1, 3, 2, -5 ]
MONO 47 [ 2, 1, -2, -6, -4, -6, 4, 18, 2, 6, 10, -24 ]
MONO 48 [ 2, 1, -1, -3, 0, -3, -2, 7, 1, 5, 5, -11 ]
MONO 49 [ 2, 2, -1, -5, 0, -6, -3, 13, 1, 7, 8, -17 ]
MONO 50 [ 2, 3, -1, -7, 0, -9, -4, 19, 1, 9, 11, -23 ]
MONO 51 [ 3, -4, -5, 1, -1, 12, 1, -4, 1, 1, 0, -4 ]
MONO 52 [ 3, -3, -5, -1, -1, 9, 0, 2, 1, 3, 3, -10 ]
MONO 53 [ 3, -2, -5, -3, -1, 6, -1, 8, 1, 5, 6, -16 ]
MONO 54 [ 3, -2, -2, 1, 0, 2, -1, 1, -1, 2, 6, -8 ]
MONO 55 [ 3, -1, -5, -5, -1, 3, -2, 14, 1, 7, 9, -22 ]
MONO 56 [ 3, -1, -2, -1, 0, -1, -2, 7, -1, 4, 9, -14 ]
MONO 57 [ 3, 0, -2, -3, 0, -4, -3, 13, -1, 6, 12, -20 ]
MONO 58 [ 3, 1, -2, -5, 0, -7, -4, 19, -1, 8, 15, -26 ]
MONO 59 [ 4, -3, -2, 0, -3, 4, 5, 0, 1, 0, 1, -6 ]
MONO 60 [ 4, -2, -2, -2, -3, 1, 4, 6, 1, 2, 4, -12 ]
MONO 61 [ 4, -2, -1, 0, -2, 1, 2, 1, 1, 1, 2, -6 ]
MONO 62 [ 4, -1, -2, -4, -3, -2, 3, 12, 1, 4, 7, -18 ]
MONO 63 [ 4, -1, -1, -2, -2, -2, 1, 7, 1, 3, 5, -12 ]
MONO 64 [ 4, -1, 0, -1, -1, -1, 0, 2, 1, 2, 3, -7 ]
MONO 65 [ 4, 0, -2, -6, -3, -5, 2, 18, 1, 6, 10, -24 ]
MONO 66 [ 4, 0, -1, -4, -2, -5, 0, 13, 1, 5, 8, -18 ]
MONO 67 [ 4, 0, 0, -3, -1, -4, -1, 8, 1, 4, 6, -13 ]
MONO 68 [ 4, 1, -1, -6, -2, -8, -1, 19, 1, 7, 11, -24 ]
MONO 69 [ 4, 1, 0, -5, -1, -7, -2, 14, 1, 6, 9, -19 ]
MONO 70 [ 4, 2, 0, -7, -1, -10, -3, 20, 1, 8, 12, -25 ]
MONO 71 [ -33, 16, 11, 0, 28, -6, -7, 1, -10, -3, 6, -2 ]
MONO 72 [ -33, 17, 10, -1, 29, -4, -15, 0, -8, 4, 5, -3 ]
MONO 73 [ -33, 19, 12, -1, 29, -7, -12, 1, -10, -1, 5, -1 ]
MONO 74 [ -32, 15, 10, 2, 30, -4, -13, 0, -10, -1, 5, -1 ]
MONO 75 [ -32, 16, 11, 1, 31, -6, -15, 1, -10, 0, 6, -2 ]
MONO 76 [ -32, 20, 10, -2, 30, -5, -15, 0, -10, 0, 5, 0 ]
MONO 77 [ -28, 14, 8, -1, 23, -2, -11, 0, -7, 4, 4, -3 ]
MONO 78 [ -27, 11, 5, 1, 26, 7, -12, -4, -8, 0, 3, -1 ]
MONO 79 [ -27, 13, 9, 0, 22, -5, -4, 1, -8, -3, 5, -2 ]
MONO 80 [ -27, 14, 8, -1, 23, -3, -12, 0, -6, 4, 4, -3 ]
MONO 81 [ -27, 16, 10, -1, 23, -6, -9, 1, -8, -1, 4, -1 ]
MONO 82 [ -26, 12, 8, 2, 24, -3, -10, 0, -8, -1, 4, -1 ]
MONO 83 [ -26, 13, 9, 1, 25, -5, -12, 1, -8, 0, 5, -2 ]
MONO 84 [ -26, 17, 8, -2, 24, -4, -12, 0, -8, 0, 4, 0 ]
MONO 85 [ -22, 9, 5, 1, 16, 3, -2, -3, -5, -3, -1, 3 ]
MONO 86 [ -22, 11, 6, -1, 17, -1, -8, 0, -5, 4, 3, -3 ]
MONO 87 [ -8, 3, 1, 1, 5, 2, -3, 0, -2, 3, 5, -6 ]
MONO 88 [ -8, 3, 2, 0, 3, 2, 1, 0, -1, 2, 1, -4 ]
MONO 89 [ -8, 3, 2, 0, 6, 2, 1, 0, -2, -1, 1, -3 ]
MONO 90 [ -8, 3, 2, 1, 0, 1, 2, 0, 0, 1, -1, 0 ]
MONO 91 [ -8, 3, 2, 1, 6, 1, 0, 0, -2, -1, 1, -2 ]
MONO 92 [ -8, 3, 2, 2, 3, 0, 1, 0, -1, -2, -1, 2 ]
MONO 93 [ -8, 4, 2, -1, 6, -2, -1, 6, -2, 1, 4, -8 ]
MONO 94 [ -8, 4, 2, 0, 6, -3, -2, 6, -2, 1, 4, -7 ]
MONO 95 [ -8, 4, 3, -1, 4, 0, -1, 1, -1, 3, 2, -5 ]
MONO 96 [ -8, 4, 3, 0, 7, -1, -2, 1, -2, 0, 2, -3 ]
MONO 97 [ -8, 4, 3, 1, 4, -2, -1, 1, -1, -1, 0, 1 ]
MONO 98 [ -8, 5, 3, -1, 7, -5, -4, 7, -2, 2, 5, -8 ]
MONO 99 [ -8, 5, 4, -1, 8, -3, -4, 2, -2, 1, 3, -4 ]
MONO 100 [ -8, 8, 2, -2, 3, -1, -1, 0, -1, -1, -1, 3 ]
MONO 101 [ -7, 2, 1, 0, 2, 4, 3, -1, 0, 1, 0, -4 ]
MONO 102 [ -7, 3, 2, 0, 3, 1, 0, 0, 0, 2, 1, -4 ]
MONO 103 [ -7, 3, 2, 1, 0, 0, 1, 0, 1, 1, -1, 0 ]
MONO 104 [ -7, 4, 3, -1, 4, -1, -2, 1, 0, 3, 2, -5 ]
MONO 105 [ -6, 3, 0, -1, 3, 1, 0, 2, 3, 2, 1, -7 ]
MONO 106 [ -6, 6, 1, -2, -2, -2, 3, 2, 5, 0, -2, -2 ]
MONO 107 [ -6, 7, 1, -4, -2, -5, 2, 8, 5, 2, 1, -8 ]
MONO 108 [ -5, 1, 0, 0, 2, 3, 5, 0, -1, 0, 2, -6 ]
MONO 109 [ -5, 3, 0, -1, 0, 0, 1, 2, 5, 1, -1, -4 ]
MONO 110 [ -5, 3, 0, -1, 3, 0, -1, 2, 4, 2, 1, -7 ]
MONO 111 [ -5, 3, 1, -1, 6, 0, -3, 1, -2, 3, 3, -5 ]
MONO 112 [ -5, 4, 1, -1, -3, 0, 8, 0, 1, -2, -1, -1 ]
MONO 113 [ -5, 5, 1, -3, -3, -3, 7, 6, 1, 0, 2, -7 ]
MONO 114 [ -4, 1, -1, -1, -2, 3, 6, 3, 1, -1, -1, -3 ]
MONO 115 [ -4, 1, -1, -1, 1, 3, 4, 3, 0, 0, 1, -6 ]
MONO 116 [ -4, 1, 0, 0, -1, 2, 6, 0, 1, -1, 0, -3 ]
MONO 117 [ -4, 1, 0, 0, 2, 2, 4, 0, 0, 0, 2, -6 ]
MONO 118 [ -4, 1, 0, 1, -1, 3, 4, -2, 1, -2, -3, 3 ]
MONO 119 [ -4, 2, 0, -1, -1, 0, 3, 4, 1, 0, 0, -3 ]
MONO 120 [ -4, 2, 0, -1, 2, 2, -1, 0, 0, 5, 2, -6 ]
MONO 121 [ -4, 2, 1, 0, 0, 1, 2, -1, 1, -1, -2, 2 ]
MONO 122 [ -4, 3, 0, -1, 3, -1, -2, 2, 5, 2, 1, -7 ]
MONO 123 [ -4, 3, 1, -2, 0, -2, 1, 5, 1, 1, 1, -4 ]
MONO 124 [ -4, 3, 1, -1, 0, -1, -2, 1, 1, 5, 1, -3 ]
MONO 125 [ -4, 3, 1, -1, 3, -1, -2, 1, 0, 2, 1, -2 ]
MONO 126 [ -4, 3, 1, -1, 6, -1, -4, 1, -1, 3, 3, -5 ]
MONO 127 [ -4, 4, 1, -3, 3, -4, -3, 7, 0, 4, 4, -8 ]
MONO 128 [ -4, 5, 2, -2, 5, -2, -3, 2, -3, 2, 7, -8 ]
MONO 129 [ -3, 0, -3, -1, 2, 8, -1, 2, 0, 2, 2, -7 ]
MONO 130 [ -3, 1, -2, -1, 0, 5, -1, 1, 1, 3, 2, -5 ]
MONO 131 [ -3, 1, 0, 1, 3, 1, -2, 1, -2, 1, 5, -5 ]
MONO 132 [ -3, 1, 0, 1, 6, 1, -4, 1, -3, 2, 7, -8 ]
MONO 133 [ -3, 1, 1, 0, 1, -1, 6, 1, -1, -2, 3, -5 ]
MONO 134 [ -3, 2, 1, -2, -2, -4, 7, 7, 0, -1, 4, -8 ]
MONO 135 [ -3, 2, 2, -1, 5, -1, -2, 2, -2, 2, 4, -7 ]
MONO 136 [ -3, 4, 2, -1, 2, -2, 1, 1, -1, 0, 2, -4 ]
MONO 137 [ -3, 5, 2, -3, -1, -5, 2, 7, 0, 1, 3, -7 ]
MONO 138 [ -2, 0, 0, 0, 0, 3, 4, 0, 0, -1, 0, -3 ]
MONO 139 [ -2, 0, 0, 0, 3, 3, 2, 0, -1, 0, 2, -6 ]
MONO 140 [ -2, 0, 0, 1, 0, 2, 3, 0, 0, -1, 0, -2 ]
MONO 141 [ -2, 0, 0, 1, 3, 2, 1, 0, -1, 0, 2, -5 ]
MONO 142 [ -2, 0, 0, 2, 3, 1, 0, 0, -1, 0, 2, -4 ]
MONO 143 [ -2, 1, 0, -1, 0, -1, 2, 6, 0, 1, 3, -8 ]
MONO 144 [ -2, 1, 0, 0, 0, -2, 1, 6, 0, 1, 3, -7 ]
MONO 145 [ -2, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, -3 ]
MONO 146 [ -2, 1, 1, 0, 4, 0, -1, 1, -1, 1, 3, -6 ]
MONO 147 [ -2, 1, 1, 1, 4, -1, -2, 1, -1, 1, 3, -5 ]
MONO 148 [ -2, 2, 1, -1, 1, -4, -1, 7, 0, 2, 4, -8 ]
MONO 149 [ -2, 2, 2, -1, 2, -2, -1, 2, 0, 1, 2, -4 ]
MONO 150 [ -2, 2, 2, -1, 5, -2, -3, 2, -1, 2, 4, -7 ]
MONO 151 [ -2, 6, 0, -4, 0, -3, -1, 6, 0, 2, 3, -6 ]
MONO 152 [ 0, 0, -2, -1, -3, 2, 3, 2, 5, 2, 0, -7 ]
MONO 153 [ 1, -2, -2, 0, -4, 4, 8, 0, 1, 0, 1, -6 ]
MONO 154 [ 1, 0, -1, -1, 0, 1, 0, 1, 0, 3, 2, -5 ]
MONO 155 [ 2, -1, -1, 0, -3, 0, 4, 1, 2, 1, 2, -6 ]
MONO 156 [ 2, 0, -2, -1, -3, 0, 1, 2, 7, 2, 0, -7 ]
MONO 157 [ 2, 2, 0, -2, -1, -1, 0, 2, -1, 2, 6, -8 ]
MONO 158 [ 3, -1, 0, -1, -1, 0, 1, 2, 0, 2, 3, -7 ]
FORMC -2 [ <1, -750>, <2, 3750>, <3, -5000>, <4, -3000>, <5, 5000>, <6, 2750>, 
<7, -1500>, <8, 15000>, <9, 3000>, <10, -5550>, <11, -2000>, <12, 500>, <13, 
-1650>, <14, -3200>, <15, 3700>, <16, 23800>, <17, -273600>, <18, -268400>, <19,
189180>, <20, 260750>, <21, -127200>, <22, -77050>, <23, 290100>, <24, -54840>, 
<25, -72330>, <26, -43800>, <27, -42200>, <28, 30360>, <29, 42000>, <30, 
-21880>, <31, -12720>, <32, 47324>, <33, -8172>, <34, -12414>, <35, -6>, <36, 
134/3>, <37, -67>, <38, -46/3>, <39, 166>, <40, 4/3>, <41, -37/2>, <42, 1>, <43,
-24>, <44, -137>, <45, 66>, <46, 250>, <47, -6>, <48, -1024>, <49, 39>, <50, 
10>, <51, 228/5>, <52, -1163/5>, <53, 103/5>, <54, 396/5>, <55, 4/5>, <56, 
-3658/15>, <57, 38/15>, <58, 34/15>, <59, -59/5>, <60, -218/15>, <61, 159/5>, 
<62, 298/15>, <63, -377/15>, <64, -102/5>, <65, -31/15>, <66, -211/30>, <67, 
542/5>, <68, 11/15>, <69, -39/10>, <70, -6/5> ]
FORMC -1 [ <71, -93750>, <72, 125000>, <73, 112500>, <74, -137500>, <75, 
-62500>, <76, 131250>, <77, 725000>, <78, -127500>, <79, -37500>, <80, 
-1237500>, <81, -370000>, <82, 545000>, <83, 681250>, <84, -1110000>, <85, 
11355000>, <86, 10740000>, <1, -7581750>, <2, -10493750>, <3, 5420000>, <4, 
3172250>, <5, -11798000>, <6, 1959000>, <7, 2376250>, <8, 7473000>, <9, 
7101000>, <10, -5297250>, <11, -7580750>, <12, 4734500>, <13, 2525950>, <14, 
-8776700>, <15, 1029500>, <16, 3191250>, <17, -10860000>, <18, -10765200>, <19, 
7577520>, <20, 10755100>, <21, -5471600>, <22, -3248810>, <23, 11920100>, <24, 
-2098730>, <25, -3102880>, <26, 242280>, <27, 245080>, <28, -169296>, <29, 
-242200>, <30, 114340>, <31, 71038>, <32, -263244>, <33, 51986>, <34, 67594>, 
<35, 2/3>, <37, 7/2>, <46, -29>, <51, -27/5>, <54, -112/15>, <59, 13/15>, <61, 
-31/30>, <64, 31/10> ]
FORMC 9 [ <1, -3000>, <2, 15000>, <3, -20000>, <4, -12000>, <5, 20000>, <6, 
11000>, <7, -6000>, <8, 60000>, <9, 12000>, <10, -22200>, <11, -8000>, <12, 
2000>, <13, -6600>, <14, -12800>, <15, 14800>, <16, 95200>, <17, -1094400>, <18,
-1073600>, <19, 756720>, <20, 1043000>, <21, -508800>, <22, -308200>, <23, 
1160400>, <24, -219360>, <25, -289320>, <26, -175200>, <27, -168800>, <28, 
121440>, <29, 168000>, <30, -87520>, <31, -50880>, <32, 189296>, <33, -32688>, 
<34, -49656>, <35, -7>, <36, 45>, <37, -147/2>, <38, -46/3>, <39, 169>, <40, 
4/3>, <41, -37/2>, <42, 1>, <43, -23>, <44, -144>, <45, 66>, <46, 307>, <47, 
-6>, <48, -1036>, <49, 39>, <50, 10>, <51, 284/5>, <52, -1188/5>, <53, 103/5>, 
<54, 463/5>, <55, 4/5>, <56, -1231/5>, <57, 38/15>, <58, 34/15>, <59, -62/5>, 
<60, -81/5>, <61, 349/10>, <62, 298/15>, <63, -124/5>, <64, -267/10>, <65, 
-31/15>, <66, -211/30>, <67, 547/5>, <68, 11/15>, <69, -39/10>, <70, -6/5> ]
FORMC 10 [ <1, -3000>, <2, 15000>, <3, -20000>, <4, -12000>, <5, 20000>, <6, 
11000>, <7, -6000>, <8, 60000>, <9, 12000>, <10, -22200>, <11, -8000>, <12, 
2000>, <13, -6600>, <14, -12800>, <15, 14800>, <16, 95200>, <17, -1094400>, <18,
-1073600>, <19, 756720>, <20, 1043000>, <21, -508800>, <22, -308200>, <23, 
1160400>, <24, -219360>, <25, -289320>, <26, -175200>, <27, -168800>, <28, 
121440>, <29, 168000>, <30, -87520>, <31, -50880>, <32, 189296>, <33, -32688>, 
<34, -49656>, <35, -1/3>, <36, 1/3>, <37, -3>, <39, 3>, <43, 1>, <44, -7>, <46, 
28>, <48, -12>, <51, 29/5>, <52, -5>, <54, 89/15>, <56, -7/3>, <59, 4/15>, <60, 
-5/3>, <61, 31/15>, <63, 1/3>, <64, -16/5>, <67, 1> ]
FORMC 11 [ <1, -1500>, <2, 7500>, <3, -10000>, <4, -6000>, <5, 10000>, <6, 
5500>, <7, -3000>, <8, 30000>, <9, 6000>, <10, -11100>, <11, -4000>, <12, 1000>,
<13, -3300>, <14, -6400>, <15, 7400>, <16, 47600>, <17, -547200>, <18, -536800>,
<19, 378360>, <20, 521500>, <21, -254400>, <22, -154100>, <23, 580200>, <24, 
-109680>, <25, -144660>, <26, -87600>, <27, -84400>, <28, 60720>, <29, 84000>, 
<30, -43760>, <31, -25440>, <32, 94648>, <33, -16344>, <34, -24828>, <35, 
-16/3>, <36, 134/3>, <37, -127/2>, <38, -46/3>, <39, 166>, <40, 4/3>, <41, 
-37/2>, <42, 1>, <43, -24>, <44, -137>, <45, 66>, <46, 221>, <47, -6>, <48, 
-1024>, <49, 39>, <50, 10>, <51, 201/5>, <52, -1163/5>, <53, 103/5>, <54, 
1076/15>, <55, 4/5>, <56, -3658/15>, <57, 38/15>, <58, 34/15>, <59, -164/15>, 
<60, -218/15>, <61, 923/30>, <62, 298/15>, <63, -377/15>, <64, -173/10>, <65, 
-31/15>, <66, -211/30>, <67, 542/5>, <68, 11/15>, <69, -39/10>, <70, -6/5> ]
FORMC 12 [ <1, -3750>, <2, 18750>, <3, -25000>, <4, -15000>, <5, 25000>, <6, 
13750>, <7, -7500>, <8, 75000>, <9, 15000>, <10, -27750>, <11, -10000>, <12, 
2500>, <13, -8250>, <14, -16000>, <15, 18500>, <16, 119000>, <17, -1368000>, 
<18, -1342000>, <19, 945900>, <20, 1303750>, <21, -636000>, <22, -385250>, <23, 
1450500>, <24, -274200>, <25, -361650>, <26, -219000>, <27, -211000>, <28, 
151800>, <29, 210000>, <30, -109400>, <31, -63600>, <32, 236620>, <33, -40860>, 
<34, -62070>, <35, -19/3>, <36, 45>, <37, -70>, <38, -46/3>, <39, 169>, <40, 
4/3>, <41, -37/2>, <42, 1>, <43, -23>, <44, -144>, <45, 66>, <46, 278>, <47, 
-6>, <48, -1036>, <49, 39>, <50, 10>, <51, 257/5>, <52, -1188/5>, <53, 103/5>, 
<54, 1277/15>, <55, 4/5>, <56, -1231/5>, <57, 38/15>, <58, 34/15>, <59, 
-173/15>, <60, -81/5>, <61, 508/15>, <62, 298/15>, <63, -124/5>, <64, -118/5>, 
<65, -31/15>, <66, -211/30>, <67, 547/5>, <68, 11/15>, <69, -39/10>, <70, -6/5> 
]
FORMC 13 [ <71, -93750>, <72, 125000>, <73, 112500>, <74, -137500>, <75, 
-62500>, <76, 131250>, <77, 725000>, <78, -127500>, <79, -37500>, <80, 
-1237500>, <81, -370000>, <82, 545000>, <83, 681250>, <84, -1110000>, <85, 
11355000>, <86, 10740000>, <1, -7581750>, <2, -10493750>, <3, 5420000>, <4, 
3172250>, <5, -11798000>, <6, 1959000>, <7, 2376250>, <8, 7473000>, <9, 
7101000>, <10, -5297250>, <11, -7580750>, <12, 4734500>, <13, 2525950>, <14, 
-8776700>, <15, 1029500>, <16, 3191250>, <17, -10860000>, <18, -10765200>, <19, 
7577520>, <20, 10755100>, <21, -5471600>, <22, -3248810>, <23, 11920100>, <24, 
-2098730>, <25, -3102880>, <26, 242280>, <27, 245080>, <28, -169296>, <29, 
-242200>, <30, 114340>, <31, 71038>, <32, -263244>, <33, 51986>, <34, 67594>, 
<35, 2/3>, <37, 7/2>, <46, -29>, <51, -27/5>, <54, -112/15>, <59, 13/15>, <61, 
-31/30>, <64, 31/10> ]
FORMC 14 [ <1, -2250>, <2, 11250>, <3, -15000>, <4, -9000>, <5, 15000>, <6, 
8250>, <7, -4500>, <8, 45000>, <9, 9000>, <10, -16650>, <11, -6000>, <12, 1500>,
<13, -4950>, <14, -9600>, <15, 11100>, <16, 71400>, <17, -820800>, <18, 
-805200>, <19, 567540>, <20, 782250>, <21, -381600>, <22, -231150>, <23, 
870300>, <24, -164520>, <25, -216990>, <26, -131400>, <27, -126600>, <28, 
91080>, <29, 126000>, <30, -65640>, <31, -38160>, <32, 141972>, <33, -24516>, 
<34, -37242>, <35, -1>, <36, 1/3>, <37, -13/2>, <39, 3>, <43, 1>, <44, -7>, <46,
57>, <48, -12>, <51, 56/5>, <52, -5>, <54, 67/5>, <56, -7/3>, <59, -3/5>, <60, 
-5/3>, <61, 31/10>, <63, 1/3>, <64, -63/10>, <67, 1> ]
FORMC 15 [ <1, -750>, <2, 3750>, <3, -5000>, <4, -3000>, <5, 5000>, <6, 2750>, 
<7, -1500>, <8, 15000>, <9, 3000>, <10, -5550>, <11, -2000>, <12, 500>, <13, 
-1650>, <14, -3200>, <15, 3700>, <16, 23800>, <17, -273600>, <18, -268400>, <19,
189180>, <20, 260750>, <21, -127200>, <22, -77050>, <23, 290100>, <24, -54840>, 
<25, -72330>, <26, -43800>, <27, -42200>, <28, 30360>, <29, 42000>, <30, 
-21880>, <31, -12720>, <32, 47324>, <33, -8172>, <34, -12414>, <35, -6>, <36, 
134/3>, <37, -67>, <38, -46/3>, <39, 166>, <40, 4/3>, <41, -37/2>, <42, 1>, <43,
-24>, <44, -137>, <45, 66>, <46, 250>, <47, -6>, <48, -1024>, <49, 39>, <50, 
10>, <51, 228/5>, <52, -1163/5>, <53, 103/5>, <54, 396/5>, <55, 4/5>, <56, 
-3658/15>, <57, 38/15>, <58, 34/15>, <59, -59/5>, <60, -218/15>, <61, 159/5>, 
<62, 298/15>, <63, -377/15>, <64, -102/5>, <65, -31/15>, <66, -211/30>, <67, 
542/5>, <68, 11/15>, <69, -39/10>, <70, -6/5> ]
PP 1 g=60 W=1 e=-72 1.0000000000000000000000000000000000000000000000000 
6.6994098812746666422445667648237418867059611134345E-80
PP 1 g=60 W=1 e=-48 21.000000000000000000000000000000000000000000000000 
1.4068760750676799948713590206129857962082518338212E-78
PP 1 g=60 W=1 e=-24 244.00000000000000000000000000000000000000000000000 
1.6346560110310186607076742906169930203562545116780E-77
PP 1 g=60 W=1 e=0 2062.0000000000000000000000000000000000000000000000 
1.3814183175188362616308296669066555770387691815902E-76
PP 2 g=60 W=1 e=-72 1.0000000000000000000000000000000000000000000000000 
3.6465315550768054871055665978294674479252840128490E-80
PP 2 g=60 W=1 e=-48 21.000000000000000000000000000000000000000000000000 
7.6577162656612915229216898554418816406430964269829E-79
PP 2 g=60 W=1 e=-24 242.00000000000000000000000000000000000000000000000 
8.8246063632858692787954711667473112239791873110946E-78
PP 2 g=60 W=1 e=0 2016.0000000000000000000000000000000000000000000000 
7.3514076150348398620048222612242063750173725699036E-77
PP 3 g=60 W=1 e=-72 1.0000000000000000000000000000000000000000000000000 
1.2416625563739610398706687974991192620287212245994E-79
PP 3 g=60 W=1 e=-48 21.000000000000000000000000000000000000000000000000 
2.6074913683853181837284044747481504502603145716587E-78
PP 3 g=60 W=1 e=-24 241.00000000000000000000000000000000000000000000000 
2.9924067608612461060883118019728774214892181512846E-77
PP 3 g=60 W=1 e=0 1996.0000000000000000000000000000000000000000000000 
2.4783584625224262355818549198082420470093275643004E-76
PP 4 g=60 W=1 e=-48 1.0000000000000000000000000000000000000000000000000 
3.0497382281441665959461561544383862258107599311744E-80
PP 4 g=60 W=1 e=-24 21.000000000000000000000000000000000000000000000000 
6.4044502791027498514869279243206110742025958554662E-79
PP 4 g=60 W=1 e=0 239.00000000000000000000000000000000000000000000000 
7.2888743652645581643113132091077430796877162355068E-78
PP 5 g=60 W=1 e=-48 1.0000000000000000000000000000000000000000000000000 
3.0480578083369262263731638720532889560352934903051E-80
PP 5 g=60 W=1 e=-24 20.000000000000000000000000000000000000000000000000 
6.0961156166738524527463277441065779120705869806102E-79
PP 5 g=60 W=1 e=0 221.00000000000000000000000000000000000000000000000 
6.7362077564246069602846921572377685928379986135742E-78
PP 6 g=60 W=1 e=-72 1.0000000000000000000000000000000000000000000000000 
8.4355548175061220097044911550149804423305891914924E-80
PP 6 g=60 W=1 e=-48 20.000000000000000000000000000000000000000000000000 
1.6871109635012244019408982310029960884661178382985E-78
PP 6 g=60 W=1 e=-24 220.00000000000000000000000000000000000000000000000 
1.8558220598513468421349880541032956973127296221283E-77
PP 6 g=60 W=1 e=0 1753.0000000000000000000000000000000000000000000000 
1.4787527595088231883011972994741260715405522852686E-76
PP 7 g=60 W=1 e=0 1.0000000000000000000000000000000000000000000000000 
5.2831479279498930850262100076860556867408372352217E-80
PP 9 g=60 W=1 e=-72 1.0000000000000000000000000000000000000000000000000 
