BASE 15 2  M = 60  ds = [ 1, 2, 3, 4, 5, 6, 10, 12, 15, 20, 30, 60 ]
PP 59 g=60 W=1 e=-216 5.0000000000000000000000000000000000000000000000000 
-5.4424801357477783705425326929846434404444450869613E-79
PP 59 g=60 W=1 e=-192 -2.0000000000000000000000000000000000000000000000000 
2.1769920542991113482170130771938573761777780347845E-79
PP 59 g=60 W=1 e=-168 2.0000000000000000000000000000000000000000000000000 
-2.1769920542991113482170130771938573761777780347845E-79
PP 59 g=60 W=1 e=-144 -3.0000000000000000000000000000000000000000000000000 
3.2654880814486670223255196157907860642666670521768E-79
PP 59 g=60 W=1 e=-120 -4.0000000000000000000000000000000000000000000000000 
4.3539841085982226964340261543877147523555560695690E-79
PP 59 g=60 W=1 e=-96 11.000000000000000000000000000000000000000000000000 
-1.1973456298645112415193571924566215568977779191315E-78
PP 59 g=60 W=1 e=-72 -4.0000000000000000000000000000000000000000000000000 
4.3539841085982226964340261543877147523555560695690E-79
PP 59 g=60 W=1 e=-48 -6.0000000000000000000000000000000000000000000000000 
6.5309761628973340446510392315815721285333341043536E-79
PP 59 g=60 W=1 e=-24 -1.0000000000000000000000000000000000000000000000000 
1.0884960271495556741085065385969286880888890173923E-79
PP 59 g=60 W=1 e=0 4.0000000000000000000000000000000000000000000000000 
-4.3539841085982226964340261543877147523555560695690E-79
PP 60 g=60 W=1 e=-456 1.0000000000000000000000000000000000000000000000000 
-1.5279448996295464831158588846666607559312418843179E-79
PP 60 g=60 W=1 e=-432 -4.0000000000000000000000000000000000000000000000000 
6.1117795985181859324634355386666430237249675372716E-79
PP 60 g=60 W=1 e=-408 4.0000000000000000000000000000000000000000000000000 
-6.1117795985181859324634355386666430237249675372716E-79
PP 60 g=60 W=1 e=-384 2.0000000000000000000000000000000000000000000000000 
-3.0558897992590929662317177693333215118624837686358E-79
PP 60 g=60 W=1 e=-360 -2.0000000000000000000000000000000000000000000000000 
3.0558897992590929662317177693333215118624837686358E-79
PP 60 g=60 W=1 e=-336 -5.0000000000000000000000000000000000000000000000000 
7.6397244981477324155792944233333037796562094215895E-79
PP 60 g=60 W=1 e=-288 8.0000000000000000000000000000000000000000000000000 
-1.2223559197036371864926871077333286047449935074543E-78
PP 60 g=60 W=1 e=-264 7.0000000000000000000000000000000000000000000000000 
-1.0695614297406825381811012192666625291518693190225E-78
PP 60 g=60 W=1 e=-240 -22.000000000000000000000000000000000000000000000000 
3.3614787791850022628548895462666536630487321454994E-78
PP 60 g=60 W=1 e=-216 1.0000000000000000000000000000000000000000000000000 
-1.5279448996295464831158588846666607559312418843179E-79
PP 60 g=60 W=1 e=-192 18.000000000000000000000000000000000000000000000000 
-2.7503008193331836696085459923999893606762353917722E-78
PP 60 g=60 W=1 e=-168 6.0000000000000000000000000000000000000000000000000 
-9.1676693977772788986951533079999645355874513059074E-79
PP 60 g=60 W=1 e=-144 -11.000000000000000000000000000000000000000000000000 
1.6807393895925011314274447731333268315243660727497E-78
PP 60 g=60 W=1 e=-120 -30.000000000000000000000000000000000000000000000000 
4.5838346988886394493475766539999822677937256529537E-78
PP 60 g=60 W=1 e=-96 21.000000000000000000000000000000000000000000000000 
-3.2086842892220476145433036577999875874556079570676E-78
PP 60 g=60 W=1 e=-72 34.000000000000000000000000000000000000000000000000 
-5.1950126587404580425939202078666465701662224066809E-78
PP 60 g=60 W=1 e=-48 -26.000000000000000000000000000000000000000000000000 
3.9726567390368208561012331001333179654212288992265E-78
PP 60 g=60 W=1 e=-24 -13.000000000000000000000000000000000000000000000000 
1.9863283695184104280506165500666589827106144496133E-78
PP 60 g=60 W=1 e=0 2.0000000000000000000000000000000000000000000000000 
-3.0558897992590929662317177693333215118624837686358E-79
PP 61 g=60 W=1 e=-240 1.0000000000000000000000000000000000000000000000000 
-2.5636529978248121227120079782890601402434012468919E-81
PP 61 g=60 W=1 e=-216 -4.0000000000000000000000000000000000000000000000000 
1.0254611991299248490848031913156240560973604987568E-80
PP 61 g=60 W=1 e=-192 4.0000000000000000000000000000000000000000000000000 
-1.0254611991299248490848031913156240560973604987568E-80
PP 61 g=60 W=1 e=-168 1.0000000000000000000000000000000000000000000000000 
-2.5636529978248121227120079782890601402434012468919E-81
PP 61 g=60 W=1 e=-120 -2.0000000000000000000000000000000000000000000000000 
5.1273059956496242454240159565781202804868024937839E-81
PP 61 g=60 W=1 e=-96 -7.0000000000000000000000000000000000000000000000000 
1.7945570984773684858984055848023420981703808728244E-80
PP 61 g=60 W=1 e=-72 8.0000000000000000000000000000000000000000000000000 
-2.0509223982598496981696063826312481121947209975135E-80
PP 61 g=60 W=1 e=-48 2.0000000000000000000000000000000000000000000000000 
-5.1273059956496242454240159565781202804868024937839E-81
PP 61 g=60 W=1 e=-24 -2.0000000000000000000000000000000000000000000000000 
5.1273059956496242454240159565781202804868024937839E-81
PP 61 g=60 W=1 e=0 -1.0000000000000000000000000000000000000000000000000 
2.5636529978248121227120079782890601402434012468919E-81
PP 62 g=60 W=1 e=-648 1.0000000000000000000000000000000000000000000000000 
5.8830166505635301896198377899440511510435178678360E-80
PP 62 g=60 W=1 e=-624 -4.0000000000000000000000000000000000000000000000000 
-2.3532066602254120758479351159776204604174071471344E-79
PP 62 g=60 W=1 e=-600 3.0000000000000000000000000000000000000000000000000 
1.7649049951690590568859513369832153453130553603508E-79
PP 62 g=60 W=1 e=-576 6.0000000000000000000000000000000000000000000000000 
3.5298099903381181137719026739664306906261107207016E-79
PP 62 g=60 W=1 e=-552 -5.0000000000000000000000000000000000000000000000000 
-2.9415083252817650948099188949720255755217589339180E-79
PP 62 g=60 W=1 e=-528 -11.000000000000000000000000000000000000000000000000 
-6.4713183156198832085818215689384562661478696546196E-79
PP 62 g=60 W=1 e=-504 7.0000000000000000000000000000000000000000000000000 
4.1181116553944711327338864529608358057304625074852E-79
PP 62 g=60 W=1 e=-480 11.000000000000000000000000000000000000000000000000 
6.4713183156198832085818215689384562661478696546196E-79
PP 62 g=60 W=1 e=-456 9.0000000000000000000000000000000000000000000000000 
5.2947149855071771706578540109496460359391660810524E-79
PP 62 g=60 W=1 e=-432 -33.000000000000000000000000000000000000000000000000 
-1.9413954946859649625745464706815368798443608963859E-78
PP 62 g=60 W=1 e=-408 -8.0000000000000000000000000000000000000000000000000 
-4.7064133204508241516958702319552409208348142942688E-79
PP 62 g=60 W=1 e=-384 43.000000000000000000000000000000000000000000000000 
2.5296971597423179815365302496759419949487126831695E-78
PP 62 g=60 W=1 e=-360 13.000000000000000000000000000000000000000000000000 
7.6479216457325892465057891269272664963565732281868E-79
PP 62 g=60 W=1 e=-336 -47.000000000000000000000000000000000000000000000000 
-2.7650178257648591891213237612737040409904533978829E-78
PP 62 g=60 W=1 e=-312 -24.000000000000000000000000000000000000000000000000 
-1.4119239961352472455087610695865722762504442882806E-78
PP 62 g=60 W=1 e=-288 30.000000000000000000000000000000000000000000000000 
1.7649049951690590568859513369832153453130553603508E-78
PP 62 g=60 W=1 e=-264 71.000000000000000000000000000000000000000000000000 
4.1769418219001064346300848308602763172408976861636E-78
PP 62 g=60 W=1 e=-240 -53.000000000000000000000000000000000000000000000000 
-3.1179988247986710004985140286703471100530644699531E-78
PP 62 g=60 W=1 e=-216 -63.000000000000000000000000000000000000000000000000 
-3.7063004898550240194604978076647522251574162567367E-78
PP 62 g=60 W=1 e=-192 50.000000000000000000000000000000000000000000000000 
2.9415083252817650948099188949720255755217589339180E-78
PP 62 g=60 W=1 e=-168 31.000000000000000000000000000000000000000000000000 
1.8237351616746943587821497148826558568234905390292E-78
PP 62 g=60 W=1 e=-144 -9.0000000000000000000000000000000000000000000000000 
-5.2947149855071771706578540109496460359391660810524E-79
PP 62 g=60 W=1 e=-120 -41.000000000000000000000000000000000000000000000000 
-2.4120368267310473777441334938770609719278423258128E-78
PP 62 g=60 W=1 e=-96 -21.000000000000000000000000000000000000000000000000 
-1.2354334966183413398201659358882507417191387522456E-78
PP 62 g=60 W=1 e=-72 102.00000000000000000000000000000000000000000000000 
6.0006769835748007934122345457429321740643882251927E-78
PP 62 g=60 W=1 e=-48 -42.000000000000000000000000000000000000000000000000 
-2.4708669932366826796403318717765014834382775044911E-78
PP 62 g=60 W=1 e=-24 -65.000000000000000000000000000000000000000000000000 
-3.8239608228662946232528945634636332481782866140934E-78
PP 62 g=60 W=1 e=0 84.000000000000000000000000000000000000000000000000 
4.9417339864733653592806637435530029668765550089822E-78
PP 63 g=60 W=1 e=-432 1.0000000000000000000000000000000000000000000000000 
-3.0322134017107680314817376773555106063565858186627E-79
PP 63 g=60 W=1 e=-408 -4.0000000000000000000000000000000000000000000000000 
1.2128853606843072125926950709422042425426343274651E-78
PP 63 g=60 W=1 e=-384 3.0000000000000000000000000000000000000000000000000 
-9.0966402051323040944452130320665318190697574559881E-79
PP 63 g=60 W=1 e=-360 5.0000000000000000000000000000000000000000000000000 
-1.5161067008553840157408688386777553031782929093314E-78
PP 63 g=60 W=1 e=-336 -3.0000000000000000000000000000000000000000000000000 
9.0966402051323040944452130320665318190697574559881E-79
PP 63 g=60 W=1 e=-312 -7.0000000000000000000000000000000000000000000000000 
2.1225493811975376220372163741488574244496100730639E-78
PP 63 g=60 W=1 e=-288 -2.0000000000000000000000000000000000000000000000000 
6.0644268034215360629634753547110212127131716373254E-79
PP 63 g=60 W=1 e=-264 7.0000000000000000000000000000000000000000000000000 
-2.1225493811975376220372163741488574244496100730639E-78
PP 63 g=60 W=1 e=-240 13.000000000000000000000000000000000000000000000000 
-3.9418774222239984409262589805621637882635615642615E-78
PP 63 g=60 W=1 e=-216 -11.000000000000000000000000000000000000000000000000 
3.3354347418818448346299114450910616669922444005290E-78
PP 63 g=60 W=1 e=-192 -10.000000000000000000000000000000000000000000000000 
3.0322134017107680314817376773555106063565858186627E-78
PP 63 g=60 W=1 e=-168 2.0000000000000000000000000000000000000000000000000 
-6.0644268034215360629634753547110212127131716373254E-79
PP 63 g=60 W=1 e=-144 6.0000000000000000000000000000000000000000000000000 
-1.8193280410264608188890426064133063638139514911976E-78
PP 63 g=60 W=1 e=-120 15.000000000000000000000000000000000000000000000000 
-4.5483201025661520472226065160332659095348787279941E-78
PP 63 g=60 W=1 e=-96 -16.000000000000000000000000000000000000000000000000 
4.8515414427372288503707802837688169701705373098603E-78
PP 63 g=60 W=1 e=-72 -15.000000000000000000000000000000000000000000000000 
4.5483201025661520472226065160332659095348787279941E-78
PP 63 g=60 W=1 e=-48 13.000000000000000000000000000000000000000000000000 
-3.9418774222239984409262589805621637882635615642615E-78
PP 63 g=60 W=1 e=-24 6.0000000000000000000000000000000000000000000000000 
-1.8193280410264608188890426064133063638139514911976E-78
PP 63 g=60 W=1 e=0 19.000000000000000000000000000000000000000000000000 
-5.7612054632504592598153015869754701520775130554591E-78
PP 64 g=60 W=1 e=-264 1.0000000000000000000000000000000000000000000000000 
-8.0788865281114476417087128722268569506691375659016E-80
PP 64 g=60 W=1 e=-240 -4.0000000000000000000000000000000000000000000000000 
3.2315546112445790566834851488907427802676550263607E-79
PP 64 g=60 W=1 e=-216 3.0000000000000000000000000000000000000000000000000 
-2.4236659584334342925126138616680570852007412697705E-79
PP 64 g=60 W=1 e=-192 4.0000000000000000000000000000000000000000000000000 
-3.2315546112445790566834851488907427802676550263607E-79
PP 64 g=60 W=1 e=-144 -7.0000000000000000000000000000000000000000000000000 
5.6552205696780133491960990105587998654683962961311E-79
PP 64 g=60 W=1 e=-120 -8.0000000000000000000000000000000000000000000000000 
6.4631092224891581133669702977814855605353100527213E-79
PP 64 g=60 W=1 e=-96 11.000000000000000000000000000000000000000000000000 
-8.8867751809225924058795841594495426457360513224918E-79
PP 64 g=60 W=1 e=-72 8.0000000000000000000000000000000000000000000000000 
-6.4631092224891581133669702977814855605353100527213E-79
PP 64 g=60 W=1 e=-48 -4.0000000000000000000000000000000000000000000000000 
3.2315546112445790566834851488907427802676550263607E-79
PP 64 g=60 W=1 e=-24 -3.0000000000000000000000000000000000000000000000000 
2.4236659584334342925126138616680570852007412697705E-79
PP 64 g=60 W=1 e=0 -4.0000000000000000000000000000000000000000000000000 
3.2315546112445790566834851488907427802676550263607E-79
PP 65 g=60 W=1 e=-840 1.0000000000000000000000000000000000000000000000000 
3.0230188150583762918273863622106702675578446123358E-79
PP 65 g=60 W=1 e=-816 -4.0000000000000000000000000000000000000000000000000 
-1.2092075260233505167309545448842681070231378449343E-78
PP 65 g=60 W=1 e=-792 2.0000000000000000000000000000000000000000000000000 
6.0460376301167525836547727244213405351156892246716E-79
PP 65 g=60 W=1 e=-768 10.000000000000000000000000000000000000000000000000 
3.0230188150583762918273863622106702675578446123358E-78
PP 65 g=60 W=1 e=-744 -7.0000000000000000000000000000000000000000000000000 
-2.1161131705408634042791704535474691872904912286351E-78
PP 65 g=60 W=1 e=-720 -21.000000000000000000000000000000000000000000000000 
-6.3483395116225902128375113606424075618714736859052E-78
PP 65 g=60 W=1 e=-696 16.000000000000000000000000000000000000000000000000 
4.8368301040934020669238181795370724280925513797373E-78
PP 65 g=60 W=1 e=-672 24.000000000000000000000000000000000000000000000000 
7.2552451561401031003857272693056086421388270696060E-78
PP 65 g=60 W=1 e=-624 -49.000000000000000000000000000000000000000000000000 
-1.4812792193786043829954193174832284311033438600445E-77
PP 65 g=60 W=1 e=-600 -15.000000000000000000000000000000000000000000000000 
-4.5345282225875644377410795433160054013367669185037E-78
PP 65 g=60 W=1 e=-576 76.000000000000000000000000000000000000000000000000 
2.2974942994443659817888136352801094033439619053752E-77
PP 65 g=60 W=1 e=-552 38.000000000000000000000000000000000000000000000000 
1.1487471497221829908944068176400547016719809526876E-77
PP 65 g=60 W=1 e=-528 -116.00000000000000000000000000000000000000000000000 
-3.5067018254677164985197681801643775103670997503095E-77
PP 65 g=60 W=1 e=-504 -33.000000000000000000000000000000000000000000000000 
-9.9759620896926417630303749952952118829408872207082E-78
PP 65 g=60 W=1 e=-480 93.000000000000000000000000000000000000000000000000 
2.8114074980042899513994693168559233488287954894723E-77
PP 65 g=60 W=1 e=-456 97.000000000000000000000000000000000000000000000000 
2.9323282506066250030725647713443501595311092739657E-77
PP 65 g=60 W=1 e=-432 -106.00000000000000000000000000000000000000000000000 
-3.2043999439618788693370295439433104836113152890760E-77
PP 65 g=60 W=1 e=-408 -132.00000000000000000000000000000000000000000000000 
-3.9903848358770567052121499981180847531763548882833E-77
PP 65 g=60 W=1 e=-384 109.00000000000000000000000000000000000000000000000 
3.2950905084136301580918511348096305916380506274460E-77
PP 65 g=60 W=1 e=-360 139.00000000000000000000000000000000000000000000000 
4.2019961529311430456400670434728316719054040111468E-77
PP 65 g=60 W=1 e=-336 -133.00000000000000000000000000000000000000000000000 
-4.0206150240276404681304238617401914558519333344066E-77
PP 65 g=60 W=1 e=-312 -58.000000000000000000000000000000000000000000000000 
-1.7533509127338582492598840900821887551835498751548E-77
PP 65 g=60 W=1 e=-288 32.000000000000000000000000000000000000000000000000 
9.6736602081868041338476363590741448561851027594746E-78
PP 65 g=60 W=1 e=-264 157.00000000000000000000000000000000000000000000000 
4.7461395396416507781689965886707523200658160413672E-77
PP 65 g=60 W=1 e=-240 -68.000000000000000000000000000000000000000000000000 
-2.0556527942396958784426227263032557819393343363883E-77
PP 65 g=60 W=1 e=-216 -237.00000000000000000000000000000000000000000000000 
-7.1645545916883518116309056784392885341120917312359E-77
PP 65 g=60 W=1 e=-192 178.00000000000000000000000000000000000000000000000 
5.3809734908039097994527477247349930762529634099578E-77
PP 65 g=60 W=1 e=-168 184.00000000000000000000000000000000000000000000000 
5.5623546197074123769623909064676332923064340866979E-77
PP 65 g=60 W=1 e=-144 -230.00000000000000000000000000000000000000000000000 
-6.9529432746342654712029886330845416153830426083724E-77
PP 65 g=60 W=1 e=-120 -37.000000000000000000000000000000000000000000000000 
-1.1185169615715992279761329540179479989964025065643E-77
PP 65 g=60 W=1 e=-96 29.000000000000000000000000000000000000000000000000 
8.7667545636692912462994204504109437759177493757739E-78
PP 65 g=60 W=1 e=-72 215.00000000000000000000000000000000000000000000000 
6.4994904523755090274288806787529410752493659165220E-77
PP 65 g=60 W=1 e=-24 -387.00000000000000000000000000000000000000000000000 
-1.1699082814275916249371985221755293935448858649740E-76
PP 65 g=60 W=1 e=0 258.00000000000000000000000000000000000000000000000 
7.7993885428506108329146568145035292902992390998264E-77
PP 66 g=60 W=1 e=-624 1.0000000000000000000000000000000000000000000000000 
-1.0316606589829993827425873918224029890199869324982E-79
PP 66 g=60 W=1 e=-600 -4.0000000000000000000000000000000000000000000000000 
4.1266426359319975309703495672896119560799477299927E-79
PP 66 g=60 W=1 e=-576 2.0000000000000000000000000000000000000000000000000 
-2.0633213179659987654851747836448059780399738649963E-79
PP 66 g=60 W=1 e=-552 9.0000000000000000000000000000000000000000000000000 
-9.2849459308469944446832865264016269011798823924835E-79
PP 66 g=60 W=1 e=-528 -5.0000000000000000000000000000000000000000000000000 
5.1583032949149969137129369591120149450999346624909E-79
PP 66 g=60 W=1 e=-504 -16.000000000000000000000000000000000000000000000000 
1.6506570543727990123881398269158447824319790919971E-78
PP 66 g=60 W=1 e=-480 5.0000000000000000000000000000000000000000000000000 
-5.1583032949149969137129369591120149450999346624909E-79
PP 66 g=60 W=1 e=-456 15.000000000000000000000000000000000000000000000000 
-1.5474909884744990741138810877336044835299803987473E-78
PP 66 g=60 W=1 e=-432 15.000000000000000000000000000000000000000000000000 
-1.5474909884744990741138810877336044835299803987473E-78
PP 66 g=60 W=1 e=-408 -20.000000000000000000000000000000000000000000000000 
2.0633213179659987654851747836448059780399738649963E-78
PP 66 g=60 W=1 e=-384 -28.000000000000000000000000000000000000000000000000 
2.8886498451523982716792446971027283692559634109949E-78
PP 66 g=60 W=1 e=-360 13.000000000000000000000000000000000000000000000000 
-1.3411588566778991975653636093691238857259830122476E-78
PP 66 g=60 W=1 e=-336 28.000000000000000000000000000000000000000000000000 
-2.8886498451523982716792446971027283692559634109949E-78
PP 66 g=60 W=1 e=-312 5.0000000000000000000000000000000000000000000000000 
-5.1583032949149969137129369591120149450999346624909E-79
PP 66 g=60 W=1 e=-288 -16.000000000000000000000000000000000000000000000000 
1.6506570543727990123881398269158447824319790919971E-78
PP 66 g=60 W=1 e=-264 -34.000000000000000000000000000000000000000000000000 
3.5076462405421979013247971321961701626679555704938E-78
PP 66 g=60 W=1 e=-240 24.000000000000000000000000000000000000000000000000 
-2.4759855815591985185822097403737671736479686379956E-78
PP 66 g=60 W=1 e=-216 23.000000000000000000000000000000000000000000000000 
-2.3728195156608985803079510011915268747459699447458E-78
PP 66 g=60 W=1 e=-168 -1.0000000000000000000000000000000000000000000000000 
1.0316606589829993827425873918224029890199869324982E-79
PP 66 g=60 W=1 e=-144 -54.000000000000000000000000000000000000000000000000 
5.5709675585081966668099719158409761407079294354901E-78
PP 66 g=60 W=1 e=-120 3.0000000000000000000000000000000000000000000000000 
-3.0949819769489981482277621754672089670599607974945E-79
PP 66 g=60 W=1 e=-96 60.000000000000000000000000000000000000000000000000 
-6.1899639538979962964555243509344179341199215949890E-78
PP 66 g=60 W=1 e=-72 -15.000000000000000000000000000000000000000000000000 
1.5474909884744990741138810877336044835299803987473E-78
PP 66 g=60 W=1 e=-48 24.000000000000000000000000000000000000000000000000 
-2.4759855815591985185822097403737671736479686379956E-78
PP 66 g=60 W=1 e=-24 -16.000000000000000000000000000000000000000000000000 
1.6506570543727990123881398269158447824319790919971E-78
PP 66 g=60 W=1 e=0 -61.000000000000000000000000000000000000000000000000 
6.2931300197962962347297830901166582330219202882388E-78
PP 67 g=60 W=1 e=-456 1.0000000000000000000000000000000000000000000000000 
-1.2762577034058279182290209777539554334940902196796E-79
PP 67 g=60 W=1 e=-432 -4.0000000000000000000000000000000000000000000000000 
5.1050308136233116729160839110158217339763608787186E-79
PP 67 g=60 W=1 e=-408 2.0000000000000000000000000000000000000000000000000 
-2.5525154068116558364580419555079108669881804393593E-79
PP 67 g=60 W=1 e=-384 8.0000000000000000000000000000000000000000000000000 
-1.0210061627246623345832167822031643467952721757437E-78
PP 67 g=60 W=1 e=-360 -2.0000000000000000000000000000000000000000000000000 
2.5525154068116558364580419555079108669881804393593E-79
PP 67 g=60 W=1 e=-336 -15.000000000000000000000000000000000000000000000000 
1.9143865551087418773435314666309331502411353295195E-78
PP 67 g=60 W=1 e=-312 -4.0000000000000000000000000000000000000000000000000 
5.1050308136233116729160839110158217339763608787186E-79
PP 67 g=60 W=1 e=-288 18.000000000000000000000000000000000000000000000000 
-2.2972638661304902528122377599571197802893623954234E-78
PP 67 g=60 W=1 e=-264 19.000000000000000000000000000000000000000000000000 
-2.4248896364710730446351398577325153236387714173913E-78
PP 67 g=60 W=1 e=-240 -18.000000000000000000000000000000000000000000000000 
2.2972638661304902528122377599571197802893623954234E-78
PP 67 g=60 W=1 e=-216 -19.000000000000000000000000000000000000000000000000 
2.4248896364710730446351398577325153236387714173913E-78
PP 67 g=60 W=1 e=-192 4.0000000000000000000000000000000000000000000000000 
-5.1050308136233116729160839110158217339763608787186E-79
PP 67 g=60 W=1 e=-168 6.0000000000000000000000000000000000000000000000000 
-7.6575462204349675093741258665237326009645413180779E-79
PP 67 g=60 W=1 e=-144 11.000000000000000000000000000000000000000000000000 
-1.4038834737464107100519230755293509768434992416476E-78
PP 67 g=60 W=1 e=-120 -2.0000000000000000000000000000000000000000000000000 
2.5525154068116558364580419555079108669881804393593E-79
PP 67 g=60 W=1 e=-96 -3.0000000000000000000000000000000000000000000000000 
3.8287731102174837546870629332618663004822706590389E-79
PP 67 g=60 W=1 e=-72 6.0000000000000000000000000000000000000000000000000 
-7.6575462204349675093741258665237326009645413180779E-79
PP 67 g=60 W=1 e=-48 -22.000000000000000000000000000000000000000000000000 
2.8077669474928214201038461510587019536869984832952E-78
PP 67 g=60 W=1 e=-24 3.0000000000000000000000000000000000000000000000000 
-3.8287731102174837546870629332618663004822706590389E-79
PP 67 g=60 W=1 e=0 30.000000000000000000000000000000000000000000000000 
-3.8287731102174837546870629332618663004822706590389E-78
PP 68 g=60 W=1 e=-816 1.0000000000000000000000000000000000000000000000000 
1.4468827225893431745268323176308879039955007399585E-79
PP 68 g=60 W=1 e=-792 -4.0000000000000000000000000000000000000000000000000 
-5.7875308903573726981073292705235516159820029598340E-79
PP 68 g=60 W=1 e=-768 1.0000000000000000000000000000000000000000000000000 
1.4468827225893431745268323176308879039955007399585E-79
PP 68 g=60 W=1 e=-744 13.000000000000000000000000000000000000000000000000 
1.8809475393661461268848820129201542751941509619461E-78
PP 68 g=60 W=1 e=-720 -6.0000000000000000000000000000000000000000000000000 
-8.6812963355360590471609939057853274239730044397510E-79
PP 68 g=60 W=1 e=-696 -29.000000000000000000000000000000000000000000000000 
-4.1959598955090952061278137211295749215869521458797E-78
PP 68 g=60 W=1 e=-672 13.000000000000000000000000000000000000000000000000 
1.8809475393661461268848820129201542751941509619461E-78
PP 68 g=60 W=1 e=-648 36.000000000000000000000000000000000000000000000000 
5.2087778013216354282965963434711964543838026638506E-78
PP 68 g=60 W=1 e=-624 7.0000000000000000000000000000000000000000000000000 
1.0128179058125402221687826223416215327968505179710E-78
PP 68 g=60 W=1 e=-600 -42.000000000000000000000000000000000000000000000000 
-6.0769074348752413330126957340497291967811031078257E-78
PP 68 g=60 W=1 e=-576 -43.000000000000000000000000000000000000000000000000 
-6.2215957071341756504653789658128179871806531818215E-78
PP 68 g=60 W=1 e=-552 32.000000000000000000000000000000000000000000000000 
4.6300247122858981584858634164188412927856023678672E-78
PP 68 g=60 W=1 e=-528 77.000000000000000000000000000000000000000000000000 
1.1140996963937942443856608845757836860765355697680E-77
PP 68 g=60 W=1 e=-504 -17.000000000000000000000000000000000000000000000000 
-2.4597006284018833966956149399725094367923512579294E-78
PP 68 g=60 W=1 e=-480 -55.000000000000000000000000000000000000000000000000 
-7.9578549742413874598975777469698834719752540697718E-78
PP 68 g=60 W=1 e=-456 -37.000000000000000000000000000000000000000000000000 
-5.3534660735805697457492795752342852447833527378464E-78
PP 68 g=60 W=1 e=-432 37.000000000000000000000000000000000000000000000000 
5.3534660735805697457492795752342852447833527378464E-78
PP 68 g=60 W=1 e=-408 51.000000000000000000000000000000000000000000000000 
7.3791018852056501900868448199175283103770537737883E-78
PP 68 g=60 W=1 e=-384 -3.0000000000000000000000000000000000000000000000000 
-4.3406481677680295235804969528926637119865022198755E-79
PP 68 g=60 W=1 e=-360 -20.000000000000000000000000000000000000000000000000 
-2.8937654451786863490536646352617758079910014799170E-78
PP 68 g=60 W=1 e=-336 -42.000000000000000000000000000000000000000000000000 
-6.0769074348752413330126957340497291967811031078257E-78
PP 68 g=60 W=1 e=-312 -55.000000000000000000000000000000000000000000000000 
-7.9578549742413874598975777469698834719752540697718E-78
PP 68 g=60 W=1 e=-288 121.00000000000000000000000000000000000000000000000 
1.7507280943331052411774671043333743638345558953498E-77
PP 68 g=60 W=1 e=-264 26.000000000000000000000000000000000000000000000000 
3.7618950787322922537697640258403085503883019238921E-78
PP 68 g=60 W=1 e=-240 -20.000000000000000000000000000000000000000000000000 
-2.8937654451786863490536646352617758079910014799170E-78
PP 68 g=60 W=1 e=-216 5.0000000000000000000000000000000000000000000000000 
7.2344136129467158726341615881544395199775036997925E-79
PP 68 g=60 W=1 e=-192 -170.00000000000000000000000000000000000000000000000 
-2.4597006284018833966956149399725094367923512579295E-77
PP 68 g=60 W=1 e=-168 -31.000000000000000000000000000000000000000000000000 
-4.4853364400269638410331801846557525023860522938713E-78
PP 68 g=60 W=1 e=-144 200.00000000000000000000000000000000000000000000000 
2.8937654451786863490536646352617758079910014799170E-77
PP 68 g=60 W=1 e=-120 104.00000000000000000000000000000000000000000000000 
1.5047580314929169015079056103361234201553207695568E-77
PP 68 g=60 W=1 e=-96 36.000000000000000000000000000000000000000000000000 
5.2087778013216354282965963434711964543838026638506E-78
PP 68 g=60 W=1 e=-72 -280.00000000000000000000000000000000000000000000000 
-4.0512716232501608886751304893664861311874020718838E-77
PP 68 g=60 W=1 e=-48 -164.00000000000000000000000000000000000000000000000 
-2.3728876650465228062240050009146561625526212135319E-77
PP 68 g=60 W=1 e=-24 211.00000000000000000000000000000000000000000000000 
3.0529225446635140982516161902011734774305065613124E-77
PP 68 g=60 W=1 e=0 165.00000000000000000000000000000000000000000000000 
2.3873564922724162379692733240909650415925762209315E-77
PP 69 g=60 W=1 e=-648 1.0000000000000000000000000000000000000000000000000 
8.2341953088524323023977238475193838052135628072168E-80
PP 69 g=60 W=1 e=-624 -4.0000000000000000000000000000000000000000000000000 
-3.2936781235409729209590895390077535220854251228867E-79
PP 69 g=60 W=1 e=-600 1.0000000000000000000000000000000000000000000000000 
8.2341953088524323023977238475193838052135628072168E-80
PP 69 g=60 W=1 e=-576 12.000000000000000000000000000000000000000000000000 
9.8810343706229187628772686170232605662562753686601E-79
PP 69 g=60 W=1 e=-552 -3.0000000000000000000000000000000000000000000000000 
-2.4702585926557296907193171542558151415640688421650E-79
PP 69 g=60 W=1 e=-528 -27.000000000000000000000000000000000000000000000000 
-2.2232327333901567216473854388302336274076619579485E-78
PP 69 g=60 W=1 e=-504 1.0000000000000000000000000000000000000000000000000 
8.2341953088524323023977238475193838052135628072168E-80
PP 69 g=60 W=1 e=-480 37.000000000000000000000000000000000000000000000000 
3.0466522642753999518871578235821720079290182386702E-78
PP 69 g=60 W=1 e=-456 23.000000000000000000000000000000000000000000000000 
1.8938649210360594295514764849294582751991194456598E-78
PP 69 g=60 W=1 e=-432 -43.000000000000000000000000000000000000000000000000 
-3.5407039828065458900310212544333350362418320071032E-78
PP 69 g=60 W=1 e=-408 -44.000000000000000000000000000000000000000000000000 
-3.6230459358950702130549984929085288742939676351754E-78
