AVAIL = [ -2, -1, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66 ]
USEDKEYS -2,-1,
MONO 164 [ 1, -4, -1, 4, -2, 3, -1, 5, -2, 6, 0, -2, 0, -4, -1, 0, -3, 2, -4, 4,1, 6, 7, -14 ]
MONO 165 [ 1, -3, -4, 1, 1, 9, -1, -1, -2, 4, 0, 1, 2, -2, -2, 1, -6, 4, -6, 6, -2, 9, 16, -25 ]
MONO 166 [ 1, -3, -4, 1, 1, 9, 1, -1, -2, 0, 0, 1, 0, -1, -2, -1, -3, 4, -3, 6, 0, 9, 12, -24 ]
MONO 167 [ 1, -3, -4, 1, 1, 10, -1, -1, -4, 4, 0, 1, 2, -2, -1, 1, -5, 2, -4, 4,-2, 5, 11, -15 ]
MONO 168 [ 1, -3, -4, 1, 1, 10, 1, -1, -4, 0, 0, 1, 0, -1, -1, -1, -2, 2, -1, 4,0, 5, 7, -14 ]
MONO 169 [ 1, -2, -1, 2, -1, 1, -1, 1, 1, 3, 2, 0, 1, -2, -3, 1, -3, 4, -6, 5, -2, 9, 16, -25 ]
MONO 170 [ 1, -2, -1, 2, -1, 2, -1, 1, -1, 3, 2, 0, 1, -2, -2, 1, -2, 2, -4, 3, -2, 5, 11, -15 ]
MONO 171 [ 1, -1, -1, 1, 0, 2, 0, -1, 0, 2, 0, 0, 0, -2, 1, 0, -4, 3, -4, 7, 0, 9, 12, -24 ]
MONO 172 [ 1, -1, -1, 1, 0, 2, 0, 0, 0, 1, 0, 1, 0, -2, -2, 0, -4, 4, -5, 8, 0, 9, 14, -25 ]
MONO 173 [ 1, -1, -1, 1, 0, 3, 0, -1, -2, 2, 0, 0, 0, -2, 2, 0, -3, 1, -2, 5, 0,5, 7, -14 ]
MONO 174 [ 1, -1, -1, 1, 0, 3, 0, 0, -2, 1, 0, 1, 0, -2, -1, 0, -3, 2, -3, 6, 0,5, 9, -15 ]
MONO 175 [ 1, -1, -1, 1, 2, 2, 0, -1, 0, 0, -1, -1, 0, -1, -1, -1, -2, 5, -2, 6,0, 8, 12, -24 ]
MONO 176 [ 1, -1, -1, 1, 2, 3, 0, -1, -2, 0, -1, -1, 0, -1, 0, -1, -1, 3, 0, 4, 0, 4, 7, -14 ]
MONO 177 [ 1, -1, -1, 2, -1, 0, 1, 0, 1, 2, 2, 0, 0, -2, -1, 0, -3, 3, -3, 5, 0,8, 11, -23 ]
MONO 178 [ 1, -1, -1, 2, -1, 1, 1, 0, -1, 2, 2, 0, 0, -2, 0, 0, -2, 1, -1, 3, 0,4, 6, -13 ]
MONO 179 [ 1, -1, -1, 2, 0, 1, -1, 1, 0, 1, 0, -2, 3, -1, -3, 0, -4, 7, -4, 5, 0, 9, 12, -24 ]
MONO 180 [ 1, -1, -1, 2, 0, 1, 0, -1, 0, 1, 0, 0, -1, -2, 0, -1, -1, 4, -2, 6, 0, 8, 12, -24 ]
MONO 181 [ 1, -1, -1, 2, 0, 2, -1, 1, -2, 1, 0, -2, 3, -1, -2, 0, -3, 5, -2, 3, 0, 5, 7, -14 ]
MONO 182 [ 1, -1, -1, 2, 0, 2, 0, -1, -2, 1, 0, 0, -1, -2, 1, -1, 0, 2, 0, 4, 0,4, 7, -14 ]
MONO 183 [ 1, -1, -1, 2, 1, 2, 0, -1, 0, 0, 0, 0, 0, -1, -2, -2, -2, 4, 1, 5, 1,7, 10, -23 ]
MONO 184 [ 1, -1, -1, 2, 1, 3, 0, -1, -2, 0, 0, 0, 0, -1, -1, -2, -1, 2, 3, 3, 1, 3, 5, -13 ]
MONO 185 [ 1, -1, 0, 0, -3, 0, 0, 7, 2, 1, 2, -3, 1, -1, -5, 1, -3, 5, -6, 5, -2, 9, 16, -25 ]
MONO 186 [ 1, -1, 0, 0, -3, 1, 0, 7, 0, 1, 2, -3, 1, -1, -4, 1, -2, 3, -4, 3, -2, 5, 11, -15 ]
MONO 187 [ 1, -1, 0, 0, -2, -2, 0, 6, 4, 0, 0, -3, 0, 0, -2, -1, -1, 4, -3, 4, 2, 8, 10, -23 ]
MONO 188 [ 1, -1, 0, 0, -2, -2, 1, 6, 4, 0, 0, -3, 0, 0, -2, 0, -2, 4, -6, 4, 0,11, 12, -24 ]
MONO 189 [ 1, -1, 0, 0, -2, -1, 0, 4, 3, 1, 3, -2, 0, -1, -4, 1, -1, 4, -6, 4, -1, 10, 13, -24 ]
MONO 190 [ 1, -1, 0, 0, -2, -1, 0, 6, 2, 0, 0, -3, 0, 0, -1, -1, 0, 2, -1, 2, 2,4, 5, -13 ]
MONO 191 [ 1, -1, 0, 0, -2, -1, 1, 6, 2, 0, 0, -3, 0, 0, -1, 0, -1, 2, -4, 2, 0,7, 7, -14 ]
MONO 192 [ 1, -1, 0, 0, -2, 0, 0, 4, 1, 1, 3, -2, 0, -1, -3, 1, 0, 2, -4, 2, -1,6, 8, -14 ]
MONO 193 [ 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, -1, -1, -1, -1, -1, 0, 0, 4, -5, 5, -1,9, 15, -25 ]
MONO 194 [ 1, 0, 0, 0, 2, 1, 0, 0, -1, 0, -1, -1, -1, -1, 0, 0, 1, 2, -3, 3, -1,5, 10, -15 ]
MONO 195 [ 2, -2, -1, 1, 1, 1, 0, 0, 1, 1, -2, -1, 0, -2, 2, 0, -4, 3, -3, 8, 0,8, 12, -24 ]
MONO 196 [ 2, -2, -1, 1, 1, 2, 0, 0, -1, 1, -2, -1, 0, -2, 3, 0, -3, 1, -1, 6, 0, 4, 7, -14 ]
MONO 197 [ 3, -2, 0, 1, 0, -1, -1, -1, 2, 1, -2, 0, 2, -1, 3, 0, -4, 2, -3, 5, -2, 8, 16, -25 ]
MONO 198 [ 3, -2, 0, 1, 0, 0, -1, -1, 0, 1, -2, 0, 2, -1, 4, 0, -3, 0, -1, 3, -2, 4, 11, -15 ]
MONO 199 [ 3, -1, -1, 0, -2, -1, -1, 4, 2, 1, 1, -1, 0, -1, -3, 0, 1, 4, -3, 3, 0, 8, 11, -23 ]
MONO 200 [ 3, -1, -1, 0, -2, 0, -1, 4, 0, 1, 1, -1, 0, -1, -2, 0, 2, 2, -1, 1, 0, 4, 6, -13 ]
MONO 201 [ 3, -1, -1, 0, -1, -1, -1, 2, 2, 2, 0, -1, 1, -1, 0, -1, -3, 3, -1, 5,0, 7, 11, -23 ]
MONO 202 [ 3, -1, -1, 0, -1, 0, -1, 2, 0, 2, 0, -1, 1, -1, 1, -1, -2, 1, 1, 3, 0, 3, 6, -13 ]
MONO 203 [ 3, -1, -1, 0, -1, 1, 1, 2, 1, 0, 0, -1, 0, -1, -2, -1, -3, 4, -3, 5, -1, 9, 15, -25 ]
MONO 204 [ 3, -1, -1, 0, -1, 2, 1, 2, -1, 0, 0, -1, 0, -1, -1, -1, -2, 2, -1, 3,-1, 5, 10, -15 ]
MONO 205 [ 3, -1, -1, 0, 0, -1, -3, -1, 2, 6, -1, 1, 2, -3, 2, 0, -4, 2, -3, 5, 0, 8, 11, -23 ]
MONO 206 [ 3, -1, -1, 0, 0, 0, -3, -1, 0, 6, -1, 1, 2, -3, 3, 0, -3, 0, -1, 3, 0, 4, 6, -13 ]
MONO 207 [ 4, -3, -2, 1, -2, 1, -1, 3, 2, 1, 1, -1, 0, -1, -3, 4, -1, 4, -7, 4, -2, 9, 14, -24 ]
MONO 208 [ 4, -3, -2, 1, -2, 2, -1, 3, 0, 1, 1, -1, 0, -1, -2, 4, 0, 2, -5, 2, -2, 5, 9, -14 ]
