AVAIL = [ -2, -1, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66 ]
USEDKEYS -2,-1,
MONO 119 [ 0, 0, 0, 0, 0, -1, -1, 0, 2, 1, 0, 0, 1, 0, -2, 1, -3, 4, -4, 6, -3, 8, 18, -26 ]
MONO 120 [ 0, 0, 0, 0, 0, -1, 0, 0, 2, 0, 0, 0, 1, -1, -2, 2, -1, 4, -8, 5, -5, 10, 23, -28 ]
MONO 121 [ 0, 0, 0, 0, 0, 0, -2, 0, 0, 6, 0, 0, 1, -3, -1, 3, -2, 2, -6, 3, -2, 7, 10, -15 ]
MONO 122 [ 0, 0, 0, 0, 0, 0, -2, 0, 0, 7, 0, 0, -1, -4, -1, 0, -1, 2, -3, 4, 1, 5, 9, -15 ]
MONO 123 [ 0, 0, 0, 0, 0, 0, -2, 0, 0, 7, 0, 0, 0, -3, -1, 1, -3, 2, -3, 4, 1, 5, 7, -14 ]
MONO 124 [ 0, 0, 0, 0, 0, 0, -2, 0, 0, 7, 0, 0, 1, -4, -1, 0, -4, 2, 1, 5, -1, 3, 8, -14 ]
MONO 125 [ 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 1, 3, -1, 3, -1, 2, -4, 2, -1, 5, 8, -14 ]
MONO 126 [ 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 2, 1, -1, 1, 1, 2, 0, 1, 0, 3, 6, -13 ]
MONO 127 [ 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 2, 0, -1, 1, -1, 2, -2, 3, 0, 5,7, -14 ]
MONO 128 [ 0, 0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, -1, -1, 2, 2, 1, 1, 0, 3, 8, -14 ]
