[1,0,2,0,1,0,2,0,16,0,32]
[1,-2,3,-6,10,-16,20,-24,24,-32,32]
[1,0,0,0,0,0,0,0,0,0,32]
[1,0,0,0,0,-1,0,0,0,0,32]
[1,0,0,0,0,-3,0,0,0,0,32]
[1,0,0,0,0,-4,0,0,0,0,32]
[1,0,0,0,0,1,0,0,0,0,32]
[1,0,0,0,0,3,0,0,0,0,32]
[1,0,0,0,0,4,0,0,0,0,32]
[1,0,0,0,-1,-2,-2,0,0,0,32]
[1,0,0,0,-1,-4,-2,0,0,0,32]
[1,0,0,0,-1,2,-2,0,0,0,32]
[1,0,0,0,-1,4,-2,0,0,0,32]
[1,0,0,0,-2,-3,-4,0,0,0,32]
[1,0,0,0,-2,-5,-4,0,0,0,32]
[1,0,0,0,-2,3,-4,0,0,0,32]
[1,0,0,0,-2,5,-4,0,0,0,32]
[1,0,0,0,-3,0,-6,0,0,0,32]
[1,0,0,0,1,-2,2,0,0,0,32]
[1,0,0,0,1,-4,2,0,0,0,32]
[1,0,0,0,1,-6,2,0,0,0,32]
[1,0,0,0,1,2,2,0,0,0,32]
[1,0,0,0,1,4,2,0,0,0,32]
[1,0,0,0,1,6,2,0,0,0,32]
[1,0,0,0,2,-1,4,0,0,0,32]
[1,0,0,0,2,-3,4,0,0,0,32]
[1,0,0,0,2,-5,4,0,0,0,32]
[1,0,0,0,2,1,4,0,0,0,32]
[1,0,0,0,2,3,4,0,0,0,32]
[1,0,0,0,2,5,4,0,0,0,32]
[1,0,0,0,3,0,6,0,0,0,32]
[1,0,0,0,3,-2,6,0,0,0,32]
[1,0,0,0,3,2,6,0,0,0,32]
[1,0,0,-1,0,-2,0,-4,0,0,32]
[1,0,0,-1,0,-6,0,-4,0,0,32]
[1,0,0,-1,0,4,0,-4,0,0,32]
[1,0,0,-1,-2,4,-4,-4,0,0,32]
[1,0,0,-1,2,0,4,-4,0,0,32]
[1,0,0,-1,2,-2,4,-4,0,0,32]
[1,0,0,-1,2,2,4,-4,0,0,32]
[1,0,0,-2,0,0,0,-8,0,0,32]
[1,0,0,-2,0,-1,0,-8,0,0,32]
[1,0,0,-2,0,1,0,-8,0,0,32]
[1,0,0,-2,0,3,0,-8,0,0,32]
[1,0,0,-2,1,0,2,-8,0,0,32]
[1,0,0,-2,1,-2,2,-8,0,0,32]
[1,0,0,-2,1,-4,2,-8,0,0,32]
[1,0,0,-2,1,2,2,-8,0,0,32]
[1,0,0,-2,1,4,2,-8,0,0,32]
[1,0,0,-2,1,6,2,-8,0,0,32]
[1,0,0,-2,2,-1,4,-8,0,0,32]
[1,0,0,-2,2,-3,4,-8,0,0,32]
[1,0,0,-2,2,3,4,-8,0,0,32]
[1,0,0,-2,2,5,4,-8,0,0,32]
[1,0,0,-2,4,1,8,-8,0,0,32]
[1,0,0,-2,4,4,8,-8,0,0,32]
[1,0,0,1,0,-4,0,4,0,0,32]
[1,0,0,1,0,2,0,4,0,0,32]
[1,0,0,1,0,6,0,4,0,0,32]
[1,0,0,1,-2,-4,-4,4,0,0,32]
[1,0,0,1,2,0,4,4,0,0,32]
[1,0,0,1,2,-2,4,4,0,0,32]
[1,0,0,1,2,2,4,4,0,0,32]
[1,0,0,2,0,0,0,8,0,0,32]
[1,0,0,2,0,-1,0,8,0,0,32]
[1,0,0,2,0,-3,0,8,0,0,32]
[1,0,0,2,0,1,0,8,0,0,32]
[1,0,0,2,1,0,2,8,0,0,32]
[1,0,0,2,1,-2,2,8,0,0,32]
[1,0,0,2,1,-4,2,8,0,0,32]
[1,0,0,2,1,-6,2,8,0,0,32]
[1,0,0,2,1,2,2,8,0,0,32]
[1,0,0,2,1,4,2,8,0,0,32]
[1,0,0,2,2,-3,4,8,0,0,32]
[1,0,0,2,2,-5,4,8,0,0,32]
[1,0,0,2,2,1,4,8,0,0,32]
[1,0,0,2,2,3,4,8,0,0,32]
[1,0,0,2,4,-1,8,8,0,0,32]
[1,0,0,2,4,-4,8,8,0,0,32]
[1,0,-1,0,0,0,0,0,-8,0,32]
[1,0,-1,0,0,-4,0,0,-8,0,32]
[1,0,-1,0,0,4,0,0,-8,0,32]
[1,0,-1,0,2,-2,4,0,-8,0,32]
[1,0,-1,0,2,2,4,0,-8,0,32]
[1,0,-1,-1,0,5,0,-4,-8,0,32]
[1,0,-1,-2,0,6,0,-8,-8,0,32]
[1,0,-1,-2,-2,8,-4,-8,-8,0,32]
[1,0,-1,-2,2,0,4,-8,-8,0,32]
[1,0,-1,-2,2,4,4,-8,-8,0,32]
[1,0,-1,1,0,-5,0,4,-8,0,32]
[1,0,-1,2,0,-6,0,8,-8,0,32]
[1,0,-1,2,-2,-8,-4,8,-8,0,32]
[1,0,-1,2,2,0,4,8,-8,0,32]
[1,0,-1,2,2,-4,4,8,-8,0,32]
[1,0,1,-2,0,-4,0,-8,8,0,32]
[1,0,1,0,0,-2,0,0,8,0,32]
[1,0,1,0,0,-4,0,0,8,0,32]
[1,0,1,0,0,2,0,0,8,0,32]
[1,0,1,0,0,4,0,0,8,0,32]
[1,0,1,0,-2,0,-4,0,8,0,32]
[1,0,1,0,-2,-2,-4,0,8,0,32]
[1,0,1,0,-2,-4,-4,0,8,0,32]
[1,0,1,0,-2,2,-4,0,8,0,32]
[1,0,1,0,-2,4,-4,0,8,0,32]
[1,0,1,0,2,0,4,0,8,0,32]
[1,0,1,0,2,-4,4,0,8,0,32]
[1,0,1,0,2,-6,4,0,8,0,32]
[1,0,1,0,2,4,4,0,8,0,32]
[1,0,1,0,2,6,4,0,8,0,32]
[1,0,1,0,4,-2,8,0,8,0,32]
[1,0,1,0,4,2,8,0,8,0,32]
[1,0,1,-1,0,-1,0,-4,8,0,32]
[1,0,1,-1,0,-5,0,-4,8,0,32]
