[1,0,-1,0,4,0,0,0,16,0,-16,0,64]
[1,-1,2,0,0,4,0,8,0,0,32,-32,64]
[1,1,0,-2,-2,4,8,8,-8,-16,0,32,64]
[1,1,0,-2,-3,1,4,2,-12,-16,0,32,64]
[1,0,0,0,0,0,-9,0,0,0,0,0,64]
[1,0,0,0,0,0,0,0,0,0,0,0,64]
[1,0,0,0,0,0,-1,0,0,0,0,0,64]
[1,0,0,0,0,0,-3,0,0,0,0,0,64]
[1,0,0,0,0,0,-4,0,0,0,0,0,64]
[1,0,0,0,0,0,-5,0,0,0,0,0,64]
[1,0,0,0,0,0,3,0,0,0,0,0,64]
[1,0,0,0,0,0,4,0,0,0,0,0,64]
[1,0,0,0,0,0,5,0,0,0,0,0,64]
[1,0,0,0,0,0,9,0,0,0,0,0,64]
[1,0,0,0,0,-1,-4,-2,0,0,0,0,64]
[1,0,0,0,0,-1,-6,-2,0,0,0,0,64]
[1,0,0,0,0,-1,-8,-2,0,0,0,0,64]
[1,0,0,0,0,-1,4,-2,0,0,0,0,64]
[1,0,0,0,0,-2,-1,-4,0,0,0,0,64]
[1,0,0,0,0,-2,3,-4,0,0,0,0,64]
[1,0,0,0,0,-2,5,-4,0,0,0,0,64]
[1,0,0,0,0,-2,7,-4,0,0,0,0,64]
[1,0,0,0,0,-3,-6,-6,0,0,0,0,64]
[1,0,0,0,0,-3,4,-6,0,0,0,0,64]
[1,0,0,0,0,-3,6,-6,0,0,0,0,64]
[1,0,0,0,0,-4,0,-8,0,0,0,0,64]
[1,0,0,0,0,-4,-1,-8,0,0,0,0,64]
[1,0,0,0,0,-4,3,-8,0,0,0,0,64]
[1,0,0,0,0,1,-4,2,0,0,0,0,64]
[1,0,0,0,0,1,-6,2,0,0,0,0,64]
[1,0,0,0,0,1,-8,2,0,0,0,0,64]
[1,0,0,0,0,1,4,2,0,0,0,0,64]
[1,0,0,0,0,2,-1,4,0,0,0,0,64]
[1,0,0,0,0,2,3,4,0,0,0,0,64]
[1,0,0,0,0,2,5,4,0,0,0,0,64]
[1,0,0,0,0,2,7,4,0,0,0,0,64]
[1,0,0,0,0,3,-6,6,0,0,0,0,64]
[1,0,0,0,0,3,4,6,0,0,0,0,64]
[1,0,0,0,0,3,6,6,0,0,0,0,64]
[1,0,0,0,0,4,0,8,0,0,0,0,64]
[1,0,0,0,0,4,-1,8,0,0,0,0,64]
[1,0,0,0,0,4,3,8,0,0,0,0,64]
[1,0,0,0,-1,0,-4,0,-4,0,0,0,64]
[1,0,0,0,-1,0,-8,0,-4,0,0,0,64]
[1,0,0,0,-1,0,4,0,-4,0,0,0,64]
[1,0,0,0,-1,0,8,0,-4,0,0,0,64]
[1,0,0,0,-1,-2,0,-4,-4,0,0,0,64]
[1,0,0,0,-1,-4,0,-8,-4,0,0,0,64]
[1,0,0,0,-1,-4,4,-8,-4,0,0,0,64]
[1,0,0,0,-1,2,0,4,-4,0,0,0,64]
[1,0,0,0,-1,4,0,8,-4,0,0,0,64]
[1,0,0,0,-1,4,4,8,-4,0,0,0,64]
[1,0,0,0,-2,-1,2,-2,-8,0,0,0,64]
[1,0,0,0,-2,-2,-1,-4,-8,0,0,0,64]
[1,0,0,0,-2,-2,5,-4,-8,0,0,0,64]
[1,0,0,0,-2,-3,4,-6,-8,0,0,0,64]
[1,0,0,0,-2,1,2,2,-8,0,0,0,64]
[1,0,0,0,-2,2,-1,4,-8,0,0,0,64]
[1,0,0,0,-2,2,5,4,-8,0,0,0,64]
[1,0,0,0,-2,3,4,6,-8,0,0,0,64]
[1,0,0,0,1,0,2,0,4,0,0,0,64]
[1,0,0,0,1,-2,-2,-4,4,0,0,0,64]
[1,0,0,0,1,-2,2,-4,4,0,0,0,64]
[1,0,0,0,1,-2,6,-4,4,0,0,0,64]
[1,0,0,0,1,-4,-2,-8,4,0,0,0,64]
[1,0,0,0,1,-4,2,-8,4,0,0,0,64]
[1,0,0,0,2,0,-3,0,8,0,0,0,64]
[1,0,0,0,1,2,-2,4,4,0,0,0,64]
[1,0,0,0,1,2,2,4,4,0,0,0,64]
[1,0,0,0,1,2,6,4,4,0,0,0,64]
[1,0,0,0,1,4,-2,8,4,0,0,0,64]
[1,0,0,0,1,4,2,8,4,0,0,0,64]
[1,0,1,0,4,0,0,0,16,0,16,0,64]
[1,0,0,0,2,0,1,0,8,0,0,0,64]
[1,0,0,0,2,0,3,0,8,0,0,0,64]
[1,0,0,0,2,0,7,0,8,0,0,0,64]
[1,0,0,0,2,-1,0,-2,8,0,0,0,64]
[1,0,0,0,2,-1,-2,-2,8,0,0,0,64]
[1,0,0,0,2,-1,-4,-2,8,0,0,0,64]
[1,0,0,0,2,-1,4,-2,8,0,0,0,64]
[1,0,0,0,2,-1,6,-2,8,0,0,0,64]
[1,0,0,0,2,-2,-3,-4,8,0,0,0,64]
[1,0,0,0,2,-2,-5,-4,8,0,0,0,64]
[1,0,0,0,2,-2,1,-4,8,0,0,0,64]
[1,0,0,0,2,-3,-2,-6,8,0,0,0,64]
[1,0,0,0,2,-3,-4,-6,8,0,0,0,64]
[1,0,0,0,2,-3,2,-6,8,0,0,0,64]
[1,0,0,0,2,-4,-1,-8,8,0,0,0,64]
[1,0,0,0,2,-4,-3,-8,8,0,0,0,64]
[1,0,0,0,2,-4,-5,-8,8,0,0,0,64]
[1,0,0,0,2,-4,1,-8,8,0,0,0,64]
[1,0,0,0,2,1,0,2,8,0,0,0,64]
[1,0,0,0,2,1,-2,2,8,0,0,0,64]
[1,0,0,0,2,1,-4,2,8,0,0,0,64]
[1,0,0,0,2,1,4,2,8,0,0,0,64]
[1,0,0,0,2,1,6,2,8,0,0,0,64]
[1,0,0,0,2,2,-3,4,8,0,0,0,64]
[1,0,0,0,2,2,-5,4,8,0,0,0,64]
[1,0,0,0,2,2,1,4,8,0,0,0,64]
[1,0,0,0,2,3,-2,6,8,0,0,0,64]
[1,0,0,0,2,3,-4,6,8,0,0,0,64]
[1,0,0,0,2,3,2,6,8,0,0,0,64]
[1,0,0,0,2,4,-1,8,8,0,0,0,64]
[1,0,0,0,2,4,-3,8,8,0,0,0,64]
[1,0,0,0,2,4,-5,8,8,0,0,0,64]
[1,0,0,0,2,4,1,8,8,0,0,0,64]
[1,0,0,0,3,0,0,0,12,0,0,0,64]
