BASE 74 5 9
PP 11 oo 21 2
PP 11 oo 20 -40
PP 11 oo 19 -4
PP 11 oo 18 -40
PP 11 oo 17 -64
PP 11 oo 15 52
PP 11 oo 14 -24
PP 11 oo 13 12
PP 11 oo 12 2
PP 11 oo 11 2
PP 11 oo 9 -2
PP 11 oo 8 20
PP 11 oo 7 2
PP 11 oo 6 -16
PP 11 oo 5 26
PP 11 oo 2 -4
PP 11 oo 1 -2
VERD 11 oo 370 50 1 1 INTEGRAL
PP 12 oo 140 4
PP 12 oo 124 8
PP 12 oo 111 7
PP 12 oo 96 -2
PP 12 oo 80 -4
PP 12 oo 79 7
PP 12 oo 76 2
PP 12 oo 74 2
PP 12 oo 68 2
PP 12 oo 60 6
PP 12 oo 56 1
PP 12 oo 55 -4
PP 12 oo 52 -5
PP 12 oo 49 -5
PP 12 oo 42 6
PP 12 oo 39 1
PP 12 oo 36 7
PP 12 oo 35 -4
PP 12 oo 32 12
PP 12 oo 31 4
PP 12 oo 24 1
PP 12 oo 23 -1
PP 12 oo 22 -2
PP 12 oo 20 -2
PP 12 oo 19 -2
PP 12 oo 18 5
PP 12 oo 17 2
PP 12 oo 15 6
PP 12 oo 14 -1
PP 12 oo 13 -8
PP 12 oo 11 7
PP 12 oo 8 -6
PP 12 oo 6 1
PP 12 oo 5 -4
PP 12 oo 2 -9
VERD 12 oo 140 35 1 1 INTEGRAL
PP 13 oo 185 2
PP 13 oo 140 2
PP 13 oo 124 4
PP 13 oo 111 5
PP 13 oo 80 -4
PP 13 oo 79 5
PP 13 oo 76 2
PP 13 oo 60 4
PP 13 oo 56 1
PP 13 oo 55 -2
PP 13 oo 53 2
PP 13 oo 52 -5
PP 13 oo 49 -5
PP 13 oo 48 2
PP 13 oo 46 2
PP 13 oo 44 3
PP 13 oo 42 4
PP 13 oo 40 2
PP 13 oo 39 -1
PP 13 oo 38 -1
PP 13 oo 37 2
PP 13 oo 36 5
PP 13 oo 35 -2
PP 13 oo 34 1
PP 13 oo 33 1
PP 13 oo 32 8
PP 13 oo 31 2
PP 13 oo 28 1
PP 13 oo 27 1
PP 13 oo 26 3
PP 13 oo 25 2
PP 13 oo 24 1
PP 13 oo 23 -1
PP 13 oo 21 1
PP 13 oo 20 -2
PP 13 oo 19 -2
PP 13 oo 18 5
PP 13 oo 17 4
PP 13 oo 16 1
PP 13 oo 15 2
PP 13 oo 14 -1
PP 13 oo 13 -6
PP 13 oo 11 7
PP 13 oo 9 -1
PP 13 oo 8 -6
PP 13 oo 7 1
PP 13 oo 6 -1
PP 13 oo 5 -2
PP 13 oo 4 1
PP 13 oo 3 -1
PP 13 oo 2 -5
PP 13 oo 1 -1
VERD 13 oo 185 52 1 0 INTEGRAL
PP 14 oo 370 2
PP 14 oo 244 -12
PP 14 oo 140 4
PP 14 oo 124 8
PP 14 oo 96 -2
PP 14 oo 80 -2
PP 14 oo 79 22
PP 14 oo 68 8
PP 14 oo 61 12
PP 14 oo 56 10
PP 14 oo 55 4
PP 14 oo 53 -2
PP 14 oo 52 14
PP 14 oo 47 2
PP 14 oo 44 -1
PP 14 oo 42 -4
PP 14 oo 40 -2
PP 14 oo 39 20
PP 14 oo 38 1
PP 14 oo 37 -2
PP 14 oo 35 -4
PP 14 oo 34 -1
PP 14 oo 33 -1
PP 14 oo 32 -10
PP 14 oo 31 14
PP 14 oo 30 -2
PP 14 oo 28 1
PP 14 oo 27 -1
PP 14 oo 26 1
PP 14 oo 24 6
PP 14 oo 23 -6
PP 14 oo 22 -4
PP 14 oo 21 1
PP 14 oo 20 -12
PP 14 oo 18 -14
PP 14 oo 17 -22
PP 14 oo 16 -1
PP 14 oo 15 20
PP 14 oo 14 -10
PP 14 oo 13 2
PP 14 oo 12 2
PP 14 oo 9 -1
PP 14 oo 8 8
PP 14 oo 7 1
PP 14 oo 6 -4
PP 14 oo 5 8
PP 14 oo 4 -1
PP 14 oo 3 1
PP 14 oo 2 -2
PP 14 oo 1 -1
VERD 14 oo 370 50 1 1 INTEGRAL
BASEVERD 74 5 oo:NONINTEGRAL all:NONINTEGRAL
DONE
