BASE 58 5 9
PP 10 oo 27 7
PP 10 oo 25 2
PP 10 oo 23 2
PP 10 oo 20 2
PP 10 oo 19 -5
PP 10 oo 18 -19
PP 10 oo 17 -14
PP 10 oo 16 -2
PP 10 oo 15 66
PP 10 oo 14 -20
PP 10 oo 12 -15
PP 10 oo 11 -4
PP 10 oo 10 12
PP 10 oo 9 2
PP 10 oo 8 101
PP 10 oo 4 -4
PP 10 oo 3 -4
PP 10 oo 2 -100
VERD 10 oo 290 39 1 2 INTEGRAL
PP 11 oo 290 2
PP 11 oo 235 -10
PP 11 oo 200 46
PP 11 oo 156 11
PP 11 oo 145 2
PP 11 oo 124 9
PP 11 oo 76 7
PP 11 oo 60 -14
PP 11 oo 56 28
PP 11 oo 55 70
PP 11 oo 50 -46
PP 11 oo 48 -18
PP 11 oo 47 33
PP 11 oo 44 6
PP 11 oo 43 10
PP 11 oo 40 -16
PP 11 oo 39 45
PP 11 oo 38 2
PP 11 oo 37 15
PP 11 oo 35 -2
PP 11 oo 33 2
PP 11 oo 31 -43
PP 11 oo 30 -2
PP 11 oo 29 2
PP 11 oo 28 2
PP 11 oo 27 13
PP 11 oo 25 4
PP 11 oo 19 -7
PP 11 oo 18 -29
PP 11 oo 17 -16
PP 11 oo 16 -6
PP 11 oo 15 92
PP 11 oo 14 -28
PP 11 oo 13 2
PP 11 oo 12 -21
PP 11 oo 11 -6
PP 11 oo 10 16
PP 11 oo 9 4
PP 11 oo 8 143
PP 11 oo 7 -2
PP 11 oo 6 2
PP 11 oo 4 -6
PP 11 oo 2 -138
VERD 11 oo 290 43 1 2 INTEGRAL
PP 12 oo 235 -4
PP 12 oo 200 20
PP 12 oo 156 5
PP 12 oo 124 3
PP 12 oo 76 3
PP 12 oo 60 -6
PP 12 oo 56 12
PP 12 oo 55 30
PP 12 oo 50 -20
PP 12 oo 48 -6
PP 12 oo 47 15
PP 12 oo 44 2
PP 12 oo 43 4
PP 12 oo 40 -6
PP 12 oo 39 19
PP 12 oo 37 5
PP 12 oo 31 -19
PP 12 oo 29 2
PP 12 oo 27 5
PP 12 oo 24 2
PP 12 oo 19 -3
PP 12 oo 18 -13
PP 12 oo 17 -8
PP 12 oo 15 38
PP 12 oo 14 -12
PP 12 oo 12 -9
PP 12 oo 11 -2
PP 12 oo 10 8
PP 12 oo 9 2
PP 12 oo 8 61
PP 12 oo 3 -2
PP 12 oo 2 -60
VERD 12 oo 235 32 1 1 INTEGRAL
PP 13 oo 235 -6
PP 13 oo 200 30
PP 13 oo 156 7
PP 13 oo 145 2
PP 13 oo 124 5
PP 13 oo 76 5
PP 13 oo 60 -10
PP 13 oo 56 18
PP 13 oo 55 44
PP 13 oo 50 -30
PP 13 oo 48 -10
PP 13 oo 47 21
PP 13 oo 44 4
PP 13 oo 43 6
PP 13 oo 40 -10
PP 13 oo 39 29
PP 13 oo 37 7
PP 13 oo 33 2
PP 13 oo 31 -29
PP 13 oo 30 -2
PP 13 oo 29 2
PP 13 oo 27 9
PP 13 oo 25 2
PP 13 oo 23 -2
PP 13 oo 20 -2
PP 13 oo 19 -5
PP 13 oo 18 -19
PP 13 oo 17 -10
PP 13 oo 16 -4
PP 13 oo 15 58
PP 13 oo 14 -18
PP 13 oo 13 2
PP 13 oo 12 -13
PP 13 oo 11 -4
PP 13 oo 10 12
PP 13 oo 9 2
PP 13 oo 8 91
PP 13 oo 7 -2
PP 13 oo 6 2
PP 13 oo 4 -2
PP 13 oo 2 -88
VERD 13 oo 235 41 1 1 INTEGRAL
PP 14 oo 290 2
PP 14 oo 235 -8
PP 14 oo 200 36
PP 14 oo 156 9
PP 14 oo 124 7
PP 14 oo 76 5
PP 14 oo 60 -10
PP 14 oo 56 22
PP 14 oo 55 56
PP 14 oo 50 -36
PP 14 oo 48 -14
PP 14 oo 47 27
PP 14 oo 44 4
PP 14 oo 43 8
PP 14 oo 40 -12
PP 14 oo 39 35
PP 14 oo 38 2
PP 14 oo 37 13
PP 14 oo 35 -2
PP 14 oo 31 -33
PP 14 oo 29 2
PP 14 oo 28 2
PP 14 oo 27 9
PP 14 oo 25 2
PP 14 oo 24 2
PP 14 oo 23 2
PP 14 oo 20 2
PP 14 oo 19 -5
PP 14 oo 18 -23
PP 14 oo 17 -14
PP 14 oo 16 -2
PP 14 oo 15 72
PP 14 oo 14 -22
PP 14 oo 12 -17
PP 14 oo 11 -4
PP 14 oo 10 12
PP 14 oo 9 4
PP 14 oo 8 113
PP 14 oo 4 -4
PP 14 oo 3 -2
PP 14 oo 2 -110
VERD 14 oo 290 41 1 2 INTEGRAL
BASEVERD 58 5 oo:NONINTEGRAL all:NONINTEGRAL
DONE
