BASE 86 3 9
PP 10 oo 28 -3/2
PP 10 oo 27 3
PP 10 oo 26 9/2
PP 10 oo 25 3/2
PP 10 oo 24 11/2
PP 10 oo 23 13
PP 10 oo 22 -1/2
PP 10 oo 20 -2
PP 10 oo 19 3/2
PP 10 oo 18 -3/2
PP 10 oo 17 -3
PP 10 oo 16 -8
PP 10 oo 15 -1
PP 10 oo 14 5/2
PP 10 oo 13 -6
PP 10 oo 12 -5/2
PP 10 oo 11 -2
PP 10 oo 10 -15/2
PP 10 oo 9 -5/2
PP 10 oo 8 7/2
PP 10 oo 7 -1
PP 10 oo 6 -27/2
PP 10 oo 5 6
PP 10 oo 4 -7
PP 10 oo 3 -3
PP 10 oo 2 6
PP 10 oo 1 -11
VERD 10 oo 258 47 2 1 NONINTEGRAL
PP 11 oo 258 2
PP 11 oo 236 -8
PP 11 oo 129 2
PP 11 oo 92 -14
PP 11 oo 86 2
PP 11 oo 68 5
PP 11 oo 60 2
PP 11 oo 59 8
PP 11 oo 56 -7/2
PP 11 oo 49 -23/2
PP 11 oo 47 1
PP 11 oo 44 -4
PP 11 oo 42 -2
PP 11 oo 40 -27/2
PP 11 oo 39 -2
PP 11 oo 37 2
PP 11 oo 36 7/2
PP 11 oo 34 2
PP 11 oo 33 4
PP 11 oo 32 -2
PP 11 oo 31 -29/2
PP 11 oo 29 2
PP 11 oo 28 -2
PP 11 oo 27 4
PP 11 oo 26 4
PP 11 oo 25 5/2
PP 11 oo 24 17/2
PP 11 oo 23 11
PP 11 oo 20 -4
PP 11 oo 19 2
PP 11 oo 17 -5
PP 11 oo 16 -14
PP 11 oo 15 -11
PP 11 oo 14 7/2
PP 11 oo 13 -10
PP 11 oo 12 -2
PP 11 oo 11 4
PP 11 oo 10 -21/2
PP 11 oo 9 -7/2
PP 11 oo 8 2
PP 11 oo 6 -57/2
PP 11 oo 5 4
PP 11 oo 4 -9
PP 11 oo 3 -4
PP 11 oo 2 6
PP 11 oo 1 -17
VERD 11 oo 258 46 2 1 NONINTEGRAL
PP 12 oo 96 -4
PP 12 oo 92 -4
PP 12 oo 86 2
PP 12 oo 68 3
PP 12 oo 60 6
PP 12 oo 56 -5/2
PP 12 oo 49 -13/2
PP 12 oo 47 1
PP 12 oo 44 2
PP 12 oo 42 -1
PP 12 oo 40 -13/2
PP 12 oo 39 -3/2
PP 12 oo 37 1
PP 12 oo 36 5/2
PP 12 oo 33 3/2
PP 12 oo 32 1/2
PP 12 oo 31 -15/2
PP 12 oo 30 1/2
PP 12 oo 29 1/2
PP 12 oo 28 -1/2
PP 12 oo 27 1
PP 12 oo 26 3/2
PP 12 oo 25 3/2
PP 12 oo 24 11/2
PP 12 oo 23 11
PP 12 oo 22 1/2
PP 12 oo 19 1/2
PP 12 oo 18 -1/2
PP 12 oo 17 -3
PP 12 oo 16 -6
PP 12 oo 15 -1
PP 12 oo 14 5/2
PP 12 oo 13 -6
PP 12 oo 12 -3/2
PP 12 oo 11 -2
PP 12 oo 10 -11/2
PP 12 oo 9 -5/2
PP 12 oo 8 5/2
PP 12 oo 7 -1
PP 12 oo 6 -23/2
PP 12 oo 5 2
PP 12 oo 4 -3
PP 12 oo 3 -1
PP 12 oo 2 2
PP 12 oo 1 -9
VERD 12 oo 96 45 2 1 NONINTEGRAL
PP 13 oo 129 2
PP 13 oo 96 -2
PP 13 oo 92 -2
PP 13 oo 68 2
PP 13 oo 60 4
PP 13 oo 56 -1
PP 13 oo 49 -3
PP 13 oo 44 2
PP 13 oo 42 1
PP 13 oo 40 -5
PP 13 oo 39 1/2
PP 13 oo 37 1
PP 13 oo 36 1
PP 13 oo 34 2
PP 13 oo 33 3/2
PP 13 oo 32 -3/2
PP 13 oo 31 -5
PP 13 oo 30 -3/2
PP 13 oo 29 1/2
PP 13 oo 28 -1/2
PP 13 oo 27 1
PP 13 oo 26 -1/2
PP 13 oo 25 1
PP 13 oo 24 3
PP 13 oo 23 6
PP 13 oo 22 1/2
PP 13 oo 20 -2
PP 13 oo 19 1/2
PP 13 oo 18 3/2
PP 13 oo 17 -2
PP 13 oo 16 -6
PP 13 oo 15 -2
PP 13 oo 14 1
PP 13 oo 13 -4
PP 13 oo 12 1/2
PP 13 oo 11 -2
PP 13 oo 10 -3
PP 13 oo 9 -1
PP 13 oo 8 -3/2
PP 13 oo 7 1
PP 13 oo 6 -7
PP 13 oo 5 -2
PP 13 oo 4 -2
PP 13 oo 3 -1
PP 13 oo 1 -6
VERD 13 oo 129 45 2 0 NONINTEGRAL
PP 14 oo 258 2
PP 14 oo 96 -2
PP 14 oo 49 -2
PP 14 oo 42 -2
PP 14 oo 40 -2
PP 14 oo 39 -1
PP 14 oo 33 1
PP 14 oo 32 -1
PP 14 oo 31 -2
PP 14 oo 30 1
PP 14 oo 29 1
PP 14 oo 28 -1
PP 14 oo 27 2
PP 14 oo 26 3
PP 14 oo 23 2
PP 14 oo 22 -1
PP 14 oo 20 -2
PP 14 oo 19 1
PP 14 oo 18 -1
PP 14 oo 16 -2
PP 14 oo 12 -1
PP 14 oo 10 -2
PP 14 oo 8 1
PP 14 oo 6 -2
PP 14 oo 5 4
PP 14 oo 4 -4
PP 14 oo 3 -2
PP 14 oo 2 4
PP 14 oo 1 -2
VERD 14 oo 258 29 1 0 INTEGRAL
BASEVERD 86 3 oo:NONINTEGRAL all:NONINTEGRAL
DONE
