BASE 58 3 9
VERD 11 oo 174 28 1 1 INTEGRAL
PP 12 oo 174 2
PP 12 oo 68 -4
PP 12 oo 60 6
PP 12 oo 56 5
PP 12 oo 48 -22
PP 12 oo 47 -14
PP 12 oo 44 -4
PP 12 oo 43 -14
PP 12 oo 39 -6
PP 12 oo 37 21
PP 12 oo 32 -12
PP 12 oo 31 18
PP 12 oo 29 2
PP 12 oo 22 2
PP 12 oo 20 2
PP 12 oo 19 -27
PP 12 oo 17 4
PP 12 oo 16 4
PP 12 oo 15 -16
PP 12 oo 14 -5
PP 12 oo 13 -2
PP 12 oo 11 4
PP 12 oo 10 -12
PP 12 oo 8 1
PP 12 oo 7 4
PP 12 oo 6 -2
PP 12 oo 5 -2
PP 12 oo 3 -14
PP 12 oo 2 11
PP 12 oo 1 -2
VERD 12 oo 174 30 1 1 INTEGRAL
PP 13 oo 87 4
PP 13 oo 85 8
PP 13 oo 84 -2
PP 13 oo 79 -18
PP 13 oo 72 -6
PP 13 oo 60 2
PP 13 oo 48 -10
PP 13 oo 44 -2
PP 13 oo 39 -10
PP 13 oo 32 -6
PP 13 oo 31 -24
PP 13 oo 29 2
PP 13 oo 24 -2
PP 13 oo 22 2
PP 13 oo 21 2
PP 13 oo 20 -2
PP 13 oo 19 12
PP 13 oo 18 6
PP 13 oo 15 -14
PP 13 oo 13 -2
PP 13 oo 11 2
PP 13 oo 10 10
PP 13 oo 9 -2
PP 13 oo 8 4
PP 13 oo 7 2
PP 13 oo 5 2
PP 13 oo 4 -2
PP 13 oo 3 -8
PP 13 oo 2 2
PP 13 oo 1 -2
VERD 13 oo 87 30 1 1 INTEGRAL
PP 14 oo 87 2
PP 14 oo 85 10
PP 14 oo 84 -4
PP 14 oo 79 -24
PP 14 oo 72 -8
PP 14 oo 60 2
PP 14 oo 48 -12
PP 14 oo 44 -2
PP 14 oo 39 -14
PP 14 oo 32 -6
PP 14 oo 31 -30
PP 14 oo 29 2
PP 14 oo 24 -1
PP 14 oo 22 1
PP 14 oo 21 4
PP 14 oo 19 14
PP 14 oo 18 8
PP 14 oo 15 -18
PP 14 oo 13 -1
PP 14 oo 12 -2
PP 14 oo 11 2
PP 14 oo 10 12
PP 14 oo 9 -1
PP 14 oo 8 6
PP 14 oo 7 1
PP 14 oo 5 1
PP 14 oo 4 -1
PP 14 oo 3 -10
PP 14 oo 2 2
PP 14 oo 1 -1
VERD 14 oo 87 30 1 1 INTEGRAL
PP 15 oo 174 2
PP 15 oo 68 -6
PP 15 oo 60 6
PP 15 oo 56 4
PP 15 oo 48 -24
PP 15 oo 47 -16
PP 15 oo 44 -4
PP 15 oo 43 -16
PP 15 oo 39 -8
PP 15 oo 37 20
PP 15 oo 32 -12
PP 15 oo 31 16
PP 15 oo 29 2
PP 15 oo 22 2
PP 15 oo 20 2
PP 15 oo 19 -28
PP 15 oo 17 6
PP 15 oo 16 4
PP 15 oo 15 -12
PP 15 oo 14 -4
PP 15 oo 13 -2
PP 15 oo 12 -2
PP 15 oo 11 4
PP 15 oo 10 -14
PP 15 oo 7 4
PP 15 oo 6 -2
PP 15 oo 5 -2
PP 15 oo 3 -16
PP 15 oo 2 14
PP 15 oo 1 -2
VERD 15 oo 174 30 1 1 INTEGRAL
BASEVERD 58 3 oo:INTEGRAL all:INTEGRAL
DONE
